img_id,reasons
119806,edge:0.964
120018,blobs:218
120027,blobs:61
120720,edge:0.615
120800,ink_lo:0.036;main_frac:0.221
120997,main_frac:0.168
12104,main_frac:0.238
121208,main_frac:0.236
121478,main_frac:0.201
121543,blobs:97;edge:0.793
121864,main_frac:0.238
121896,edge:0.830
121943,main_frac:0.244
122142,edge:0.843
122181,blobs:164
122368,blobs:56
122502,edge:0.639
122506,blobs:69;edge:0.760
122572,main_frac:0.202
122573,blobs:84;edge:0.854
122695,main_frac:0.233
122977,main_frac:0.216
123034,main_frac:0.248
123073,blobs:51
123278,blobs:122
123102,edge:0.560;main_frac:0.247
123137,edge:0.889
123553,edge:0.620
124360,main_frac:0.248
12415,edge:0.656
124494,blobs:51
124421,main_frac:0.238
124467,main_frac:0.177
124653,main_frac:0.247
124538,edge:0.881
124796,main_frac:0.190
124986,edge:0.831
125042,main_frac:0.232
125285,main_frac:0.177
12530,blobs:104
125492,blobs:118
126082,edge:0.889
125985,edge:0.895
126240,main_frac:0.194
126339,main_frac:0.221
126560,edge:0.940
126626,edge:0.958
126690,main_frac:0.239
126730,main_frac:0.230
126787,edge:0.918
126843,edge:0.609
126944,main_frac:0.227
127200,blobs:63
127492,main_frac:0.223
127559,main_frac:0.237
127585,main_frac:0.231
127589,main_frac:0.228
127805,main_frac:0.214
128056,edge:0.786
128100,main_frac:0.244
128106,main_frac:0.239
128117,main_frac:0.231
128221,main_frac:0.141
128222,main_frac:0.183
128223,main_frac:0.129
128225,main_frac:0.215
128169,blobs:92;main_frac:0.181
128323,edge:0.945
128375,blobs:136
128502,edge:0.887
128552,blobs:80;edge:0.420;main_frac:0.223
128559,blobs:80;edge:0.420;main_frac:0.223
128650,main_frac:0.196
128849,edge:0.876
128711,main_frac:0.190
128712,main_frac:0.188
128950,edge:0.626
128951,edge:0.587
129061,edge:0.543
129079,edge:0.568
129343,blobs:62
129697,blobs:63
129706,blobs:66
129826,main_frac:0.225
129857,main_frac:0.242
130001,main_frac:0.227
130079,edge:0.719
13009,edge:0.676
130193,blobs:72;edge:0.617
130230,blobs:74
130298,main_frac:0.199
130622,main_frac:0.232
130636,blobs:78
130674,edge:0.545;main_frac:0.230
130693,main_frac:0.231
130695,main_frac:0.237
130941,main_frac:0.245
130984,blobs:78
131011,edge:0.533
131014,edge:0.541
131058,main_frac:0.238
131083,main_frac:0.197
131178,main_frac:0.249
131179,edge:0.469
131385,main_frac:0.235
131519,edge:0.973
131680,main_frac:0.176
13169,main_frac:0.129
131728,main_frac:0.230
131563,main_frac:0.200
131653,main_frac:0.190
131656,edge:0.553;main_frac:0.184
131774,main_frac:0.211
131808,main_frac:0.243
131910,edge:0.978
131976,main_frac:0.246
132259,blobs:62
132619,blobs:63
132626,blobs:66
132729,main_frac:0.230
132802,edge:0.619
133019,edge:0.465
133096,blobs:63
133347,edge:0.800
133378,edge:0.606
133892,blobs:60
133983,edge:0.563
134338,edge:0.620
13444,edge:0.678
134616,edge:0.684
13471,blobs:111
135014,blobs:54
135151,blobs:60
135180,blobs:58;edge:0.518
135286,edge:0.578
135424,edge:0.937
135440,edge:0.933
135495,edge:0.956
135561,main_frac:0.239
135694,blobs:68
135827,edge:0.596
136633,edge:0.646
136718,edge:0.572
137001,edge:0.559
137003,edge:0.588
137004,edge:0.627
137056,ink_hi:0.504
137064,edge:0.946
137069,edge:0.914
137082,edge:0.946
137436,edge:0.560
137438,edge:0.619
137556,main_frac:0.229
137609,main_frac:0.248
137610,edge:0.695
137614,edge:0.941
137862,blobs:52
137968,edge:0.374
138103,main_frac:0.245
138136,main_frac:0.244
138153,main_frac:0.246
138357,edge:0.617
138420,main_frac:0.241
13863,blobs:124
138749,edge:0.858
138750,edge:0.628
139367,edge:0.953
139373,edge:0.498
139377,edge:0.588
139394,blobs:57
139542,edge:0.584
139635,edge:0.940
139644,edge:0.917
139645,edge:0.914
139693,edge:0.570
139934,blobs:67
140390,edge:0.564
140430,main_frac:0.159
140439,edge:0.607
14047,edge:0.792
140665,edge:0.905
140677,edge:0.907
140679,edge:0.935
140599,edge:0.584
140853,edge:0.562
140897,blobs:56
141106,edge:0.931
141276,edge:0.841
141293,main_frac:0.232
141533,blobs:63;edge:0.481
141571,edge:0.564
141664,edge:0.600
141669,edge:0.590;main_frac:0.248
141828,edge:0.957
141831,main_frac:0.233
141757,edge:0.569
141779,main_frac:0.221
141899,main_frac:0.240
141990,main_frac:0.234
142217,main_frac:0.247
142264,edge:0.549
142280,main_frac:0.242
142366,edge:0.738
14238,edge:0.674
142500,edge:0.949
14268,blobs:271
142816,main_frac:0.153
142861,main_frac:0.160
142932,main_frac:0.196
142955,edge:0.934
14325,blobs:113
143339,main_frac:0.235
143366,main_frac:0.235
143568,edge:0.957
143576,ink_lo:0.037
143618,edge:0.598
14364,ink_lo:0.029
143719,edge:0.889
144099,ink_lo:0.033
144226,edge:0.583
144241,edge:0.654
144540,edge:0.747
144542,edge:0.365
144749,main_frac:0.225
144835,ink_hi:0.502
14486,edge:0.641
145261,blobs:51
145321,edge:0.959
145404,blobs:94
145600,edge:0.901
145517,edge:0.637
145622,edge:0.572
145753,ink_hi:0.502
146027,edge:0.960
146139,main_frac:0.199
146193,edge:0.543;main_frac:0.208
14629,edge:0.682
146587,edge:0.906
146690,edge:0.906
146852,main_frac:0.237
146976,ink_hi:0.501
146991,main_frac:0.208
147054,blobs:238
147196,edge:0.948
147398,edge:0.566
147439,edge:0.701
147699,main_frac:0.210
147652,edge:0.565;main_frac:0.203
147654,edge:0.562
147666,main_frac:0.158
147670,main_frac:0.211
147837,edge:0.585
14785,edge:0.486
148007,edge:0.572
148163,edge:0.662
148247,blobs:68
148399,edge:0.977
14842,edge:0.590;main_frac:0.248
148458,edge:0.684
148679,edge:0.533
148724,ink_hi:0.502
148728,edge:0.607
148848,ink_hi:0.502
148929,edge:0.590;main_frac:0.216
148931,edge:0.570
148960,blobs:342
148963,blobs:65
149019,edge:0.546
149089,ink_hi:0.501;blobs:56
149124,edge:0.862
149224,main_frac:0.214
149481,edge:0.916
149491,edge:0.634
149493,edge:0.547
149497,edge:0.365
149940,blobs:59;main_frac:0.216
150056,main_frac:0.248
15024,edge:0.729
150470,edge:0.365
15050,blobs:63
150531,edge:0.565
150773,main_frac:0.209
150800,edge:0.584;main_frac:0.208
150870,main_frac:0.228
150903,main_frac:0.209
150916,main_frac:0.221
150919,main_frac:0.207
151104,edge:0.941
151310,main_frac:0.145
15163,blobs:58
151754,edge:0.649
151985,blobs:103
152194,edge:0.632
152318,blobs:51
152613,edge:0.573
152683,edge:0.646
152715,edge:0.711
152782,main_frac:0.226
153113,edge:0.562
153218,blobs:83
153393,blobs:62
153419,blobs:93
153534,main_frac:0.176
153458,edge:0.968
153655,edge:0.549
153760,main_frac:0.204
154006,edge:0.600;main_frac:0.241
154090,edge:0.591
154092,main_frac:0.202
154205,edge:0.919
154408,edge:0.666
154665,edge:0.515
154814,edge:0.723
154882,edge:0.903
15505,main_frac:0.243
15506,blobs:84
155074,edge:0.580;main_frac:0.222
155091,main_frac:0.247
155135,ink_hi:0.502
155193,main_frac:0.246
15552,edge:0.714
155640,edge:0.513
155700,edge:0.604
155749,main_frac:0.234
155877,edge:0.690
155878,edge:0.626
155881,edge:0.502
155882,edge:0.595
155985,main_frac:0.218
156366,main_frac:0.147
15645,edge:0.655
156530,edge:0.604
156622,main_frac:0.230
156623,main_frac:0.154
156633,edge:0.615
156645,main_frac:0.243
156810,main_frac:0.208
156827,main_frac:0.176
156709,edge:0.482
156891,main_frac:0.184
156912,edge:0.631
156942,blobs:56
156962,edge:0.671
157018,main_frac:0.207
157100,main_frac:0.227
157039,main_frac:0.229
157439,main_frac:0.158
157542,main_frac:0.230
157555,main_frac:0.129
15757,edge:0.637
157591,edge:0.531
157729,edge:0.621
157699,edge:0.377
15770,blobs:74
157700,edge:0.597
157781,blobs:78;edge:0.788
15783,edge:0.663
158081,edge:0.477
158311,edge:0.962
158501,main_frac:0.205
158544,blobs:57
15878,blobs:100;main_frac:0.218
158886,edge:0.581
158892,edge:0.610
158922,blobs:66
159010,edge:0.419
159206,edge:0.595
159255,edge:0.810
159503,main_frac:0.250
15973,edge:0.600
159894,main_frac:0.189
159978,main_frac:0.225
160108,main_frac:0.221
160602,main_frac:0.216
160712,edge:0.939
160750,main_frac:0.228
161299,edge:0.679
161313,main_frac:0.193
161333,main_frac:0.227
161219,main_frac:0.172
161460,main_frac:0.173
161472,edge:0.678
161473,edge:0.584;main_frac:0.237
161491,blobs:67
161527,main_frac:0.185
161692,blobs:120
161773,blobs:51;main_frac:0.164
161774,main_frac:0.125
161782,main_frac:0.239
161816,blobs:104;edge:0.759
161882,main_frac:0.246
161892,edge:0.912
161900,edge:0.897
161903,edge:0.887
162445,edge:0.531
162679,edge:0.400
162907,edge:0.383
162956,edge:0.951
163193,blobs:53
16309,edge:0.570
163096,main_frac:0.241
163109,blobs:60
163691,blobs:69
163753,ink_hi:0.500
163758,edge:0.931
163797,edge:0.401
163855,edge:0.778
164026,edge:0.883
164059,main_frac:0.233
164091,edge:0.971
164186,main_frac:0.241
164122,blobs:79;edge:0.709
164144,ink_hi:0.506;edge:0.353
164303,main_frac:0.175
164242,blobs:90
164507,main_frac:0.179
164551,main_frac:0.218
164565,main_frac:0.220
164625,edge:0.709
164647,edge:0.950
164741,blobs:67
164742,main_frac:0.165
164743,blobs:51
164682,main_frac:0.211
164883,edge:0.697
164850,main_frac:0.213
164981,main_frac:0.234
165297,edge:0.544
166313,edge:0.642
166405,edge:0.541
166498,ink_lo:0.038
166540,blobs:53
166557,main_frac:0.214
166605,edge:0.551
16670,blobs:59;edge:0.726
166764,edge:0.871
166771,main_frac:0.242
166952,edge:0.925
166953,edge:0.887
166996,main_frac:0.196
167035,main_frac:0.231
16716,main_frac:0.228
167208,main_frac:0.243
167239,main_frac:0.125
167321,blobs:52
167398,main_frac:0.176
167411,edge:0.959
167431,edge:0.793
167605,blobs:79
167682,edge:0.585
16785,edge:0.559
167772,edge:0.816
167937,edge:0.640
168004,edge:0.842
168006,edge:0.815
168169,main_frac:0.239
168371,edge:0.565
168409,edge:0.798
16850,edge:0.538
168711,edge:0.833
168630,main_frac:0.189
168553,edge:0.560
168761,main_frac:0.217
168908,edge:0.894
168910,main_frac:0.202
169025,edge:0.633
169037,main_frac:0.182
169086,main_frac:0.219
169164,blobs:249;main_frac:0.198
169168,edge:0.946
169386,ink_lo:0.037;main_frac:0.141
169301,main_frac:0.170
169306,edge:0.562
169412,blobs:74
169620,main_frac:0.210
169513,edge:0.565
169748,edge:0.569
169952,edge:0.877
169972,main_frac:0.206
169987,edge:0.955
170726,edge:0.908
171027,edge:0.959
171033,edge:0.994
171034,edge:0.887
171135,main_frac:0.237
171181,main_frac:0.218
171414,blobs:79
17142,edge:0.690
171439,main_frac:0.144
171658,main_frac:0.225
1716,blobs:94
171752,main_frac:0.229
171857,main_frac:0.210
171944,edge:0.998
172151,main_frac:0.247
172286,blobs:98
172475,blobs:52
173069,edge:0.663
173133,main_frac:0.192
173147,main_frac:0.212
17327,blobs:61
17323,main_frac:0.204
17334,ink_hi:0.524;blobs:77
173875,edge:0.695
17406,blobs:90
174089,main_frac:0.241
174118,main_frac:0.217
17419,main_frac:0.235
17420,main_frac:0.249
17426,blobs:55
174507,main_frac:0.228
174431,main_frac:0.247
174437,main_frac:0.225
174640,main_frac:0.130
174641,main_frac:0.244
174866,main_frac:0.228
174917,edge:0.870
174935,edge:0.780
175078,edge:0.605;main_frac:0.245
17527,main_frac:0.190
175343,edge:0.637
175361,blobs:51
175379,blobs:287;main_frac:0.227
175545,main_frac:0.209
175562,main_frac:0.210
175633,main_frac:0.232
175668,edge:0.938
175681,main_frac:0.249
175788,main_frac:0.242
175843,edge:0.560
175939,edge:0.940
17611,blobs:51;edge:0.802
176132,edge:0.938
176725,edge:0.468
176727,main_frac:0.169
176760,main_frac:0.239
176932,main_frac:0.243
177108,edge:0.735
177122,blobs:105
177209,main_frac:0.200
1773,main_frac:0.247
177423,blobs:70
177451,edge:0.862
177876,edge:0.706
17791,edge:0.461
177938,blobs:138;main_frac:0.232
178031,main_frac:0.134
178042,main_frac:0.248
178047,main_frac:0.213
178080,edge:0.887
178238,blobs:168
178265,main_frac:0.181
178274,edge:0.933
178310,main_frac:0.225
178357,main_frac:0.229
178421,main_frac:0.236
178613,main_frac:0.195
178614,main_frac:0.166
178715,main_frac:0.145
178802,edge:0.738
178937,edge:0.922
178978,main_frac:0.158
179143,main_frac:0.161
179281,main_frac:0.190
179201,edge:0.940
179205,main_frac:0.221
179344,main_frac:0.179
179669,edge:0.838
17969,blobs:106
179750,edge:0.500
179975,main_frac:0.221
180036,blobs:136;edge:0.730
180037,edge:0.618
180038,blobs:75
180084,main_frac:0.178
180183,main_frac:0.167
18031,edge:0.582
18045,main_frac:0.198
180630,main_frac:0.235
180720,edge:0.728
180918,edge:0.935
180932,edge:0.739
18112,edge:0.707
181295,main_frac:0.153
181390,edge:0.916
181348,main_frac:0.212
181383,blobs:62
181477,blobs:176
181497,main_frac:0.208
181500,blobs:90
181502,main_frac:0.207
181559,blobs:238
181789,main_frac:0.250
182401,edge:0.700
18242,edge:0.657
182737,edge:0.968
182757,edge:0.609
182765,blobs:66
182902,edge:0.729
182945,blobs:250;main_frac:0.198
183120,main_frac:0.232
183304,edge:0.949
18356,edge:0.606
183596,main_frac:0.245
183624,edge:0.466
18371,main_frac:0.246
183884,main_frac:0.196
183888,main_frac:0.186
183951,main_frac:0.220
183952,blobs:75;main_frac:0.220
183965,blobs:298
184129,edge:0.900
184134,edge:0.934
184087,blobs:156
184186,edge:0.774
184333,blobs:81;main_frac:0.237
184712,main_frac:0.228
184772,main_frac:0.207
184810,main_frac:0.232
184821,main_frac:0.186
184925,main_frac:0.228
185242,blobs:75
185338,edge:0.939
185342,edge:0.942
185574,blobs:51
185589,blobs:72
185675,main_frac:0.218
185764,main_frac:0.236
185766,main_frac:0.190
185830,main_frac:0.213
185916,main_frac:0.176
185995,main_frac:0.222
186026,main_frac:0.236
186078,main_frac:0.214
186083,blobs:95
186084,blobs:103;main_frac:0.139
186273,main_frac:0.165
186274,main_frac:0.106
186404,main_frac:0.224
186346,main_frac:0.237
186472,main_frac:0.224
18654,blobs:146
186578,main_frac:0.233
18670,main_frac:0.246
186715,main_frac:0.238
186796,main_frac:0.202
186845,main_frac:0.205
186954,main_frac:0.244
186966,main_frac:0.220
186908,edge:0.946
187068,ink_lo:0.037;main_frac:0.185
187074,main_frac:0.232
187100,main_frac:0.201
187106,main_frac:0.221
187107,main_frac:0.209
187154,main_frac:0.238
187243,ink_lo:0.028
18732,blobs:87
187374,main_frac:0.218
187516,main_frac:0.231
187538,main_frac:0.242
187554,main_frac:0.243
187607,main_frac:0.245
187622,blobs:133
187692,main_frac:0.209
187694,main_frac:0.203
187740,main_frac:0.176
187777,main_frac:0.143
18778,edge:0.681
187803,blobs:133
187840,main_frac:0.233
187841,main_frac:0.179
187853,blobs:65;main_frac:0.229
187862,main_frac:0.238
187876,edge:0.905
187965,main_frac:0.211
187970,main_frac:0.229
188205,main_frac:0.229
188226,main_frac:0.156
188249,edge:0.858
188252,edge:0.910
18816,blobs:99;edge:0.808
188307,main_frac:0.194
188374,main_frac:0.241
188396,main_frac:0.160
188475,edge:0.932
188732,main_frac:0.230
188733,main_frac:0.204
188780,main_frac:0.220
188883,main_frac:0.219
188923,main_frac:0.241
188839,main_frac:0.222
188860,edge:0.954
188961,main_frac:0.227
189436,main_frac:0.237
189449,main_frac:0.239
189513,main_frac:0.204
189452,main_frac:0.180
189650,edge:0.974
18959,edge:0.709
18960,ink_hi:0.501;edge:0.674
189622,blobs:53
189731,edge:0.713
189739,edge:0.927
189799,blobs:59;edge:0.645
18982,main_frac:0.222
19012,main_frac:0.184
190141,edge:0.535
19003,blobs:286;main_frac:0.226
190446,edge:0.955
190471,main_frac:0.182
190706,ink_lo:0.038
190932,blobs:53
19129,blobs:120
191419,edge:0.921
191428,main_frac:0.167
191834,ink_hi:0.501
192263,edge:0.966
192398,edge:0.886
193294,main_frac:0.204
19346,main_frac:0.249
19348,main_frac:0.250
193765,main_frac:0.199
193793,main_frac:0.179
193818,main_frac:0.204
193830,main_frac:0.199
193843,blobs:55;edge:0.540
193862,main_frac:0.226
193931,main_frac:0.248
193951,main_frac:0.237
19402,blobs:98;main_frac:0.218
194129,main_frac:0.232
194130,main_frac:0.216
194132,main_frac:0.248
194134,main_frac:0.229
194212,main_frac:0.220
19426,edge:0.591
194764,blobs:161
19480,main_frac:0.214
194873,main_frac:0.219
195057,blobs:103
19530,blobs:60
195223,edge:0.900
195428,main_frac:0.160
195553,edge:0.903
19558,blobs:65
195598,main_frac:0.207
19591,ink_lo:0.037;main_frac:0.239
196465,blobs:77
196409,edge:0.946
196514,main_frac:0.182
19660,blobs:134;edge:0.804
196753,blobs:96
196794,edge:0.936
196867,edge:0.646
197046,blobs:60
197305,edge:1.000
19754,ink_lo:0.029
197630,blobs:63
197734,blobs:82
197865,edge:0.705
197980,edge:0.775
198090,edge:0.659
198136,main_frac:0.190
198336,edge:0.904
198493,blobs:54
19850,edge:0.883
198727,blobs:96
198743,blobs:69
198830,edge:0.624
198851,main_frac:0.196
19890,edge:0.617
198932,blobs:57;main_frac:0.200
199077,edge:0.822
199141,edge:0.889
199179,edge:0.644
19928,main_frac:0.220
19930,main_frac:0.223
19931,edge:0.544
199329,main_frac:0.234
199350,main_frac:0.216
19951,edge:0.675
19973,edge:0.424
199864,main_frac:0.245
199880,ink_lo:0.032
199976,blobs:60
200095,main_frac:0.222
200227,main_frac:0.222
200286,blobs:71;edge:0.721
200329,main_frac:0.230
200362,main_frac:0.221
200841,main_frac:0.242
200849,main_frac:0.190
200851,main_frac:0.244
20098,blobs:107
201381,main_frac:0.210
201384,main_frac:0.232
201907,main_frac:0.225
202041,edge:0.789
202042,edge:0.684
202324,blobs:81
202329,main_frac:0.245
202250,main_frac:0.199
202563,main_frac:0.243
202573,main_frac:0.188
20247,blobs:65
202478,main_frac:0.202
202504,edge:0.624
202717,main_frac:0.202
202808,main_frac:0.202
202843,edge:0.588
202890,main_frac:0.236
203026,blobs:77;main_frac:0.248
203027,main_frac:0.226
20305,main_frac:0.238
203062,main_frac:0.196
203289,edge:0.607
203462,edge:0.959
203488,edge:0.916
203628,main_frac:0.247
203642,edge:0.537
203684,edge:0.901
203753,main_frac:0.204
203781,main_frac:0.217
203811,main_frac:0.242
204033,edge:0.545;main_frac:0.197
204176,edge:0.405
20409,main_frac:0.187
204117,blobs:59
204118,blobs:56
204253,main_frac:0.238
204306,edge:0.949
204655,edge:0.960
205423,blobs:53
205456,main_frac:0.237
205539,blobs:67
205661,blobs:56
205890,blobs:427
205975,edge:0.919
206182,main_frac:0.221
206191,main_frac:0.165
206257,blobs:63
206259,main_frac:0.217
206279,blobs:63
206281,main_frac:0.217
206284,edge:0.628
206285,main_frac:0.233
206296,main_frac:0.201
206317,main_frac:0.224
206318,main_frac:0.245
206352,main_frac:0.183
206648,main_frac:0.235
206698,main_frac:0.216
207449,edge:0.904
207450,edge:0.973
207594,main_frac:0.233
207613,edge:0.790
207843,ink_hi:0.502
207848,edge:0.744
207967,edge:0.966
208029,edge:0.952
208057,edge:0.361
208059,edge:0.934
208167,edge:0.540
208536,edge:0.611
208556,main_frac:0.213
208659,edge:0.537
208677,blobs:118
20874,blobs:77
208969,edge:0.498
209047,main_frac:0.221
209029,edge:0.563
209185,edge:0.574
209205,main_frac:0.169
209206,main_frac:0.222
209374,main_frac:0.226
209377,blobs:52
209496,main_frac:0.172
209560,edge:0.655
20969,edge:0.717
209791,main_frac:0.201
210000,edge:0.598
210058,edge:0.547;main_frac:0.210
21010,edge:0.606
210210,blobs:252
210239,main_frac:0.234
210341,main_frac:0.219
210437,main_frac:0.196
210528,main_frac:0.204
210588,blobs:76
21059,blobs:151
210592,main_frac:0.220
210618,main_frac:0.153
210641,main_frac:0.227
210642,main_frac:0.244
210698,blobs:55
210701,edge:0.956
211151,edge:0.549
211229,edge:0.555
211256,edge:0.758
211261,main_frac:0.244
211329,edge:0.687
211426,edge:0.939
211896,edge:0.945
211975,edge:0.907
212004,main_frac:0.196
211923,edge:0.952
212065,blobs:89
212094,edge:0.971
21223,blobs:202
212238,edge:0.922
212337,edge:0.995
212388,edge:0.869
212407,main_frac:0.194
212495,edge:0.961
212613,edge:0.537
212647,edge:0.901
212786,edge:0.568
212944,main_frac:0.238
21300,main_frac:0.218
213148,edge:0.760
213152,edge:0.776
213210,edge:0.582;main_frac:0.240
213263,main_frac:0.190
213265,edge:0.756
213266,edge:0.756
213274,main_frac:0.206
213281,edge:0.925
213465,edge:0.915
213529,edge:0.820
214005,main_frac:0.194
214225,main_frac:0.242
214245,ink_hi:0.501
214200,main_frac:0.168
214342,edge:0.890
214317,blobs:58
214326,edge:0.864
21462,blobs:72;edge:0.674
214671,main_frac:0.216
215207,main_frac:0.239
215208,edge:0.744
215217,main_frac:0.188
215234,main_frac:0.193
215390,blobs:60
215392,main_frac:0.202
215395,main_frac:0.235
215450,blobs:116
215622,edge:0.906
215673,main_frac:0.222
215772,main_frac:0.142
215773,edge:0.924
215797,main_frac:0.207
215871,ink_lo:0.026
215906,main_frac:0.190
216013,main_frac:0.147
216080,main_frac:0.147
216096,main_frac:0.194
216229,main_frac:0.212
216260,edge:0.964
216262,edge:0.930
216265,edge:0.966
216276,edge:0.800
216278,main_frac:0.185
216281,main_frac:0.239
216307,main_frac:0.231
216309,main_frac:0.225
216324,edge:0.974
216344,main_frac:0.211
216642,blobs:228
216698,edge:0.910
216722,main_frac:0.202
216765,main_frac:0.154
216865,ink_hi:0.501
216879,edge:0.925
216991,main_frac:0.212
216992,main_frac:0.216
21700,main_frac:0.239
217022,main_frac:0.171
217023,main_frac:0.159
21740,blobs:154
217516,main_frac:0.241
217583,main_frac:0.216
217676,main_frac:0.240
217701,main_frac:0.200
217702,ink_hi:0.505;edge:0.374
217711,main_frac:0.242
218040,edge:0.498
21833,blobs:59
218466,edge:0.910
218471,main_frac:0.226
21853,main_frac:0.137
218570,main_frac:0.214
218606,edge:0.904
218652,main_frac:0.195
219035,edge:0.910
219053,edge:0.955
219243,edge:0.933
219265,edge:0.931
219373,edge:0.543;main_frac:0.248
219375,edge:0.599
219477,main_frac:0.226
219563,main_frac:0.213
219580,main_frac:0.244
219600,main_frac:0.239
219602,main_frac:0.228
219713,blobs:173
219885,blobs:173
220049,main_frac:0.216
220082,edge:0.365
220104,main_frac:0.216
22014,edge:0.519
220726,edge:0.472
220744,main_frac:0.185
220756,edge:0.372
220785,main_frac:0.203
22119,ink_hi:0.514
221347,edge:0.940
221401,main_frac:0.223
221754,edge:0.955
221929,main_frac:0.229
222000,main_frac:0.170
222001,blobs:111
222021,edge:0.938
222034,ink_lo:0.032;main_frac:0.161
222128,main_frac:0.242
222140,main_frac:0.239
222585,main_frac:0.202
222628,main_frac:0.129
223032,main_frac:0.181
223288,main_frac:0.181
223489,main_frac:0.242
223510,main_frac:0.221
223515,ink_hi:0.502
224124,main_frac:0.198
224130,main_frac:0.167
224133,edge:0.874
224135,main_frac:0.195
224143,edge:0.733
224152,main_frac:0.234
224418,edge:0.854
224500,main_frac:0.239
224582,main_frac:0.248
22463,edge:0.555
224782,main_frac:0.235
224817,main_frac:0.247
224818,main_frac:0.181
225764,edge:0.513
22584,blobs:53
226783,edge:0.631;main_frac:0.229
2269,main_frac:0.221
22713,blobs:95
22715,blobs:185
227501,edge:0.872
22787,edge:0.671
22863,blobs:278
228994,edge:0.712
229826,blobs:189
230166,main_frac:0.196
23147,main_frac:0.247
235519,ink_lo:0.020
236022,edge:0.705
23654,blobs:74
236574,edge:0.967
236591,edge:0.673
237050,edge:0.753
237066,edge:0.680
237020,edge:0.553
237613,blobs:61
237834,blobs:121
237875,edge:0.612
238076,edge:0.540
23818,blobs:57
238294,blobs:103
238302,edge:0.784
238374,edge:0.776
238396,blobs:245
238434,blobs:87
238819,blobs:69
238820,blobs:53
239358,blobs:238
239701,edge:0.570
239703,edge:0.565
240012,blobs:117
240104,blobs:68;main_frac:0.204
240156,edge:0.631
240293,edge:0.868
240384,main_frac:0.178
240361,edge:0.696
240463,edge:0.592
240620,blobs:51
240705,blobs:70
240776,blobs:196
240837,edge:0.561
241100,edge:0.701
241172,main_frac:0.204
241173,main_frac:0.242
241334,main_frac:0.240
24135,blobs:64
241609,edge:0.617
241746,edge:0.566;main_frac:0.198
241752,blobs:161;edge:0.779
241783,edge:0.587
241846,edge:0.598
241854,main_frac:0.237
241880,edge:0.644
242276,edge:0.624
