[[34m2026-08-20 00:23:42[0m] Experiment directory created at 5script/results/s6_top6_struct_fp32/20260820-002342-s6-top6-struct-fp32
[[34m2026-08-20 00:23:43[0m] Building 2-Cond model: DiT-2Cond-S/2 (callig=1011, glyph/char=35130, fusion=factorized_add, dims=128/256, dropout=all:0.05, one:0.25, skel_head=False, glyph_cond=False, glyph_scale_init=0.4)
[[34m2026-08-20 00:23:43[0m] [cond-head] reset adaLN/final_layer to std=0.02 (retain task-agnostic transformer engine, drop ImageNet class-condition coupling).
[[34m2026-08-20 00:23:43[0m] Trainable Parameters: 41,752,737
[[34m2026-08-20 00:23:43[0m] Frozen Parameters: 98,304 (trainable ratio: 99.77%)
[[34m2026-08-20 00:23:44[0m] [EMA] enabled with decay=0.9999
[[34m2026-08-20 00:23:44[0m] Loading VAE from local path: pretrained_models/sd-vae-ft-ema
[[34m2026-08-20 00:23:44[0m] DiT Parameters: 41,851,041
[[34m2026-08-20 00:23:54[0m] Using latent-cached dataset (skip on-the-fly VAE encode). preload=ON
[[34m2026-08-20 00:23:54[0m] Using factor-balanced sampler: {'weight_min': 0.5131361180859803, 'weight_mean': 1.0, 'weight_max': 1.6416229630056935} (char_alpha=0.35, callig_alpha=0.15)
[[34m2026-08-20 00:23:54[0m] Dataset contains 10,866 images
[[34m2026-08-20 00:23:54[0m] [LR] cosine schedule: warmup=1000, total=200000, min_ratio=0.1
[[34m2026-08-20 00:23:54[0m] Training for 400 epochs...
[[34m2026-08-20 00:23:54[0m] Beginning epoch 0...
[[34m2026-08-20 00:28:21[0m] (step=0000420) Total: 0.9091 | Diff: 0.2676 | Canny: raw 0.1716 x 0.50 = 0.0858 | Skel: raw 0.5557 x 1.00 = 0.5557 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 164.7544 | LR: 8.42e-05 | EMA: 0.979021 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:28:33[0m] (step=0000440) Total: 0.8878 | Diff: 0.2526 | Canny: raw 0.1672 x 0.50 = 0.0836 | Skel: raw 0.5516 x 1.00 = 0.5516 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 150.2784 | LR: 8.82e-05 | EMA: 0.979955 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:28:41[0m] Beginning epoch 2...
[[34m2026-08-20 00:28:46[0m] (step=0000460) Total: 0.8826 | Diff: 0.2371 | Canny: raw 0.1742 x 0.50 = 0.0871 | Skel: raw 0.5584 x 1.00 = 0.5584 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 146.5214 | LR: 9.22e-05 | EMA: 0.980810 | Steps/Sec: 1.57 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:28:59[0m] (step=0000480) Total: 0.9113 | Diff: 0.2521 | Canny: raw 0.1699 x 0.50 = 0.0849 | Skel: raw 0.5743 x 1.00 = 0.5743 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 171.1915 | LR: 9.62e-05 | EMA: 0.981595 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:29:11[0m] (step=0000500) Total: 0.8691 | Diff: 0.2362 | Canny: raw 0.1642 x 0.50 = 0.0821 | Skel: raw 0.5508 x 1.00 = 0.5508 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 109.7050 | LR: 1.00e-04 | EMA: 0.982318 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:29:24[0m] (step=0000520) Total: 0.8647 | Diff: 0.2230 | Canny: raw 0.1678 x 0.50 = 0.0839 | Skel: raw 0.5578 x 1.00 = 0.5578 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 114.7933 | LR: 1.04e-04 | EMA: 0.982987 | Steps/Sec: 1.59 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:29:36[0m] (step=0000540) Total: 0.8913 | Diff: 0.2410 | Canny: raw 0.1664 x 0.50 = 0.0832 | Skel: raw 0.5670 x 1.00 = 0.5670 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 114.9633 | LR: 1.08e-04 | EMA: 0.983607 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:29:49[0m] (step=0000560) Total: 0.8996 | Diff: 0.2191 | Canny: raw 0.1800 x 0.50 = 0.0900 | Skel: raw 0.5905 x 1.00 = 0.5905 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 127.3909 | LR: 1.12e-04 | EMA: 0.984183 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:30:01[0m] (step=0000580) Total: 0.8839 | Diff: 0.2256 | Canny: raw 0.1691 x 0.50 = 0.0845 | Skel: raw 0.5737 x 1.00 = 0.5737 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 142.9925 | LR: 1.16e-04 | EMA: 0.984720 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:30:14[0m] (step=0000600) Total: 0.8438 | Diff: 0.2278 | Canny: raw 0.1587 x 0.50 = 0.0793 | Skel: raw 0.5366 x 1.00 = 0.5366 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 101.0337 | LR: 1.20e-04 | EMA: 0.985222 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:30:26[0m] (step=0000620) Total: 0.8104 | Diff: 0.2215 | Canny: raw 0.1584 x 0.50 = 0.0792 | Skel: raw 0.5098 x 1.00 = 0.5098 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 137.2652 | LR: 1.24e-04 | EMA: 0.985692 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:30:39[0m] (step=0000640) Total: 0.8303 | Diff: 0.2262 | Canny: raw 0.1610 x 0.50 = 0.0805 | Skel: raw 0.5236 x 1.00 = 0.5236 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 132.4819 | LR: 1.28e-04 | EMA: 0.986133 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:30:51[0m] (step=0000660) Total: 0.8495 | Diff: 0.2150 | Canny: raw 0.1674 x 0.50 = 0.0837 | Skel: raw 0.5508 x 1.00 = 0.5508 | LatC: raw 0.0000 x 0.000 = 0.0000 | LatS: raw 0.0000 x 0.000 = 0.0000 | REPA: raw 0.0000 x 0.00 = 0.0000 | SkelH: raw 0.0000 | StdMid: raw 0.0000 | X0Lat: raw 134.2113 | LR: 1.32e-04 | EMA: 0.986547 | Steps/Sec: 1.60 | Mem: 20.68G/20.68G
[[34m2026-08-20 00:31:03[0m] Beginning epoch 3...
