img_id,ok,err,ink_before,ink_after,ink_delta,n_cc_before,n_cc_after,main_frac_before,main_frac_after,big_cc_before,big_cc_after,removed_small,removed_edge,prune_iters,aggressive,inverted,changed_px
100931,1,,7933,7801,-0.016639,3,5,0.559309,0.568773,2,2,0,0,0,0,0,148
100932,1,,11238,11074,-0.014593,3,12,0.508275,0.515983,2,2,0,0,0,0,0,204
100933,1,,5820,5555,-0.045533,3,3,0.526289,0.547075,2,2,0,0,0,0,0,277
100946,1,,21670,21675,0.000231,1,1,1.0,1.0,1,1,0,0,0,1,0,9
10097,1,,13976,13980,0.000286,1,1,1.0,1.0,1,1,0,0,0,1,0,4
10098,1,,6264,6086,-0.028416,4,5,0.375479,0.386132,3,3,0,0,0,0,0,196
100994,1,,26723,26722,-3.7e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,19
100996,1,,12881,12881,0.0,2,2,0.599099,0.599022,2,2,0,0,0,0,0,2
10101,1,,11511,11510,-8.7e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,3
101016,1,,14567,14567,0.0,2,2,0.945081,0.94515,2,2,0,0,0,0,0,16
10102,1,,8637,8635,-0.000232,1,1,1.0,1.0,1,1,0,0,0,1,0,4
10104,1,,16133,16134,6.2e-05,2,2,0.745739,0.74563,2,2,0,0,0,0,0,5
101043,1,,17446,17448,0.000115,3,3,0.716153,0.716128,3,3,0,0,0,0,0,10
101044,1,,10538,10539,9.5e-05,3,3,0.579996,0.580226,2,2,0,0,0,0,0,13
101046,1,,9770,9769,-0.000102,4,4,0.605425,0.605589,4,4,0,0,0,0,0,3
10105,1,,15934,15937,0.000188,1,1,1.0,1.0,1,1,0,0,0,1,0,11
101050,1,,24507,24509,8.2e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,12
101051,1,,18617,18618,5.4e-05,4,4,0.510394,0.51042,4,4,0,0,0,0,0,1
101052,1,,13208,13208,0.0,2,2,0.729482,0.729558,2,2,0,0,0,0,0,6
101053,1,,21730,21733,0.000138,1,1,1.0,1.0,1,1,0,0,0,1,0,11
101055,1,,10279,10281,0.000195,2,2,0.533612,0.533606,2,2,0,0,0,0,0,2
10106,1,,10573,10578,0.000473,4,4,0.465431,0.4654,3,3,0,0,0,0,0,5
101068,1,,12709,12710,7.9e-05,3,3,0.428751,0.428954,3,3,0,0,0,0,0,13
101069,1,,10333,10331,-0.000194,5,5,0.281332,0.281386,5,5,0,0,0,0,0,6
10107,1,,8827,8827,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,4
101070,1,,9900,9885,-0.001515,5,6,0.48899,0.489833,2,2,0,0,0,0,0,23
101071,1,,14806,14791,-0.001013,4,4,0.729772,0.729836,2,2,0,0,0,0,0,17
101072,1,,23425,23424,-4.3e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,13
101088,1,,6043,5832,-0.034916,2,7,0.950521,0.983882,1,1,0,0,0,1,0,225
101093,1,,25701,25701,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,4
101094,1,,7106,7104,-0.000281,4,4,0.379679,0.379786,3,3,0,0,0,0,0,6
101095,1,,22491,22496,0.000222,3,3,0.563248,0.563211,3,3,0,0,0,0,0,5
100406,1,,21353,21352,-4.7e-05,2,2,0.727486,0.727473,2,2,0,0,0,0,0,29
100407,1,,27330,27333,0.00011,1,1,1.0,1.0,1,1,0,0,0,1,0,7
10041,1,,15853,15862,0.000568,3,3,0.869678,0.869752,3,3,0,0,0,0,0,11
10042,1,,13691,13695,0.000292,3,3,0.664232,0.66433,3,3,0,0,0,0,0,8
10043,1,,18930,18928,-0.000106,3,3,0.753354,0.753593,3,3,0,0,0,0,0,24
10044,1,,11828,11830,0.000169,7,7,0.384004,0.384193,4,4,0,0,0,0,0,14
10045,1,,22392,22395,0.000134,2,2,0.951233,0.951284,2,2,0,0,0,0,0,13
10046,1,,4854,4787,-0.013803,10,22,0.281623,0.285774,3,3,0,0,0,0,0,85
100467,1,,30357,30355,-6.6e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,16
100474,1,,4751,4751,0.0,3,3,0.395496,0.395706,3,3,0,0,0,0,0,2
100475,1,,19719,19718,-5.1e-05,2,2,0.97013,0.970129,1,1,0,0,0,1,0,9
100476,1,,22816,22818,8.8e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,6
100477,1,,18796,18797,5.3e-05,2,2,0.674239,0.674203,2,2,0,0,0,0,0,1
100478,1,,16852,16853,5.9e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,1
100479,1,,17157,17152,-0.000291,3,3,0.579763,0.579757,3,3,0,0,0,0,0,7
10048,1,,22611,22617,0.000265,2,2,0.774711,0.774727,2,2,0,0,0,0,0,14
100485,1,,10953,10954,9.1e-05,2,2,0.756049,0.756162,2,2,0,0,0,0,0,7
100493,1,,13964,13763,-0.014394,3,14,0.620954,0.62995,2,2,0,0,0,0,0,205
100494,1,,13070,13068,-0.000153,3,3,0.453328,0.453168,3,3,0,0,0,0,0,12
100495,1,,8874,8853,-0.002366,5,12,0.567613,0.454648,2,3,0,0,0,0,0,83
100496,1,,7531,7530,-0.000133,3,3,0.539105,0.538911,2,2,0,0,0,0,0,11
100497,1,,26412,26409,-0.000114,1,1,1.0,1.0,1,1,0,0,0,1,0,9
100549,1,,5997,5997,0.0,2,2,0.714024,0.71419,2,2,0,0,0,0,0,12
100555,1,,5135,5052,-0.016164,3,2,0.641285,0.652415,2,2,0,0,0,0,0,91
100556,1,,22122,22120,-9e-05,2,2,0.721725,0.7217,2,2,0,0,0,0,0,6
100557,1,,22193,22191,-9e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,2
100559,1,,23283,23284,4.3e-05,3,3,0.67822,0.67832,2,2,0,0,0,0,0,15
100560,1,,7077,7077,0.0,2,2,0.908718,0.909001,1,1,0,0,0,1,0,16
100561,1,,11983,11915,-0.005675,3,5,0.506384,0.509358,2,2,0,0,0,0,0,90
100562,1,,19125,19125,0.0,2,2,0.970458,0.970562,1,1,0,0,0,1,0,10
100563,1,,5751,5740,-0.001913,7,7,0.292297,0.292683,5,5,0,0,0,0,0,17
100564,1,,16411,16415,0.000244,2,2,0.723478,0.723546,2,2,0,0,0,0,0,24
100591,1,,9112,8947,-0.018108,6,8,0.566396,0.576841,3,3,0,0,0,0,0,183
100592,1,,18265,18268,0.000164,2,2,0.521818,0.521841,2,2,0,0,0,0,0,3
100599,1,,15521,15517,-0.000258,2,2,0.556472,0.556615,2,2,0,0,0,0,0,8
100610,1,,11310,11306,-0.000354,3,3,0.420336,0.420485,3,3,0,0,0,0,0,12
100611,1,,12039,12035,-0.000332,4,4,0.443974,0.444121,3,3,0,0,0,0,0,10
100612,1,,8199,8194,-0.00061,3,3,0.563849,0.564193,2,2,0,0,0,0,0,9
100613,1,,15994,15996,0.000125,2,2,0.574215,0.574269,2,2,0,0,0,0,0,32
100617,1,,23160,23161,4.3e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,7
10064,1,,16757,16756,-6e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,9
100659,1,,13988,13988,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,4
10066,1,,5333,5335,0.000375,1,1,1.0,1.0,1,1,0,0,0,1,0,8
100660,1,,3269,3255,-0.004283,8,9,0.277149,0.278648,2,2,0,0,0,0,0,28
100661,1,,6446,6445,-0.000155,3,3,0.510084,0.510163,3,3,0,0,0,0,0,17
100662,1,,13818,13824,0.000434,1,1,1.0,1.0,1,1,0,0,0,1,0,10
100663,1,,5779,5526,-0.043779,7,6,0.340197,0.355411,4,4,0,0,0,0,0,257
100665,1,,21497,21500,0.00014,1,1,1.0,1.0,1,1,0,0,0,1,0,13
100666,1,,15096,15099,0.000199,1,1,1.0,1.0,1,1,0,0,0,1,0,21
100669,1,,7958,7953,-0.000628,3,3,0.578789,0.579027,3,3,0,0,0,0,0,11
10067,1,,6979,6975,-0.000573,2,2,0.794526,0.794552,2,2,0,0,0,0,0,4
100670,1,,15415,15343,-0.004671,2,4,0.968926,0.973604,1,1,0,0,0,1,0,82
100671,1,,11465,11462,-0.000262,1,1,1.0,1.0,1,1,0,0,0,1,0,7
100673,1,,14136,14133,-0.000212,1,1,1.0,1.0,1,1,0,0,0,1,0,11
10068,1,,14492,14491,-6.9e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,3
100680,1,,14598,14596,-0.000137,1,1,1.0,1.0,1,1,0,0,0,1,0,6
100681,1,,11284,11286,0.000177,2,2,0.968717,0.968811,1,1,0,0,0,1,0,8
100683,1,,7195,7193,-0.000278,1,1,1.0,1.0,1,1,0,0,0,1,0,6
100684,1,,20609,20615,0.000291,1,1,1.0,1.0,1,1,0,0,0,1,0,10
100687,1,,17281,17286,0.000289,1,1,1.0,1.0,1,1,0,0,0,1,0,9
100697,1,,11173,11171,-0.000179,3,3,0.490379,0.490198,2,2,0,0,0,0,0,8
100698,1,,5302,5301,-0.000189,4,4,0.542625,0.542728,2,2,0,0,0,0,0,11
100717,1,,5656,5655,-0.000177,2,2,0.776874,0.777011,2,2,0,0,0,0,0,19
100735,1,,24704,24702,-8.1e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,2
10000,1,,23860,23866,0.000251,1,1,1.0,1.0,1,1,0,0,0,1,0,12
100016,1,,10723,10722,-9.3e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,5
100017,1,,8504,8510,0.000706,6,7,0.621002,0.615511,3,3,0,0,0,0,0,52
100018,1,,18784,18778,-0.000319,1,1,1.0,1.0,1,1,0,0,0,1,0,10
100020,1,,14344,14343,-7e-05,2,2,0.783185,0.783169,2,2,0,0,0,0,0,7
100021,1,,12294,12295,8.1e-05,2,2,0.761591,0.761773,2,2,0,0,0,0,0,7
100022,1,,6950,6862,-0.012662,5,5,0.288489,0.292043,4,4,0,0,0,0,0,88
100025,1,,17313,17310,-0.000173,6,6,0.349391,0.349451,5,5,0,0,0,0,0,15
100029,1,,13217,13102,-0.008701,4,6,0.789362,0.792093,3,3,0,0,0,0,0,117
100033,1,,30654,30660,0.000196,1,1,1.0,1.0,1,1,0,0,0,1,0,12
100034,1,,17817,17812,-0.000281,1,1,1.0,1.0,1,1,0,0,0,1,0,9
100035,1,,19177,19173,-0.000209,2,2,0.541326,0.541595,2,2,0,0,0,0,0,18
100036,1,,12279,12152,-0.010343,7,6,0.43383,0.438364,4,4,0,0,0,0,0,137
100037,1,,17027,17026,-5.9e-05,3,3,0.521583,0.521614,2,2,0,0,0,0,0,13
100038,1,,19324,19325,5.2e-05,2,2,0.508228,0.508409,2,2,0,0,0,0,0,15
100039,1,,21658,21654,-0.000185,4,4,0.514175,0.514408,4,4,0,0,0,0,0,18
10007,1,,20141,19887,-0.012611,4,4,0.604538,0.612209,2,2,0,0,0,0,0,274
10008,1,,12520,12321,-0.015895,9,10,0.457109,0.464086,2,2,0,0,0,0,0,205
10009,1,,6947,6939,-0.001152,8,9,0.402908,0.403372,3,3,0,0,0,0,0,28
10010,1,,16057,16046,-0.000685,10,10,0.295697,0.295837,6,6,0,0,0,0,0,29
100148,1,,14424,14424,0.0,3,3,0.767055,0.767055,3,3,0,0,0,0,0,2
100149,1,,20322,20320,-9.8e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,6
100153,1,,3813,3810,-0.000787,4,4,0.654078,0.654331,2,2,0,0,0,0,0,5
100163,1,,23036,23035,-4.3e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,9
100164,1,,21905,21829,-0.00347,3,3,0.55905,0.560905,3,3,0,0,0,0,0,88
100165,1,,10490,10494,0.000381,1,1,1.0,1.0,1,1,0,0,0,1,0,10
100166,1,,20998,20998,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,6
100167,1,,22034,22031,-0.000136,1,1,1.0,1.0,1,1,0,0,0,1,0,15
100168,1,,11045,11044,-9.1e-05,2,2,0.915799,0.915791,2,2,0,0,0,0,0,11
100169,1,,23269,23271,8.6e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,14
100170,1,,25649,25652,0.000117,1,1,1.0,1.0,1,1,0,0,0,1,0,7
100171,1,,6779,6759,-0.00295,8,8,0.469096,0.470188,3,3,0,0,0,0,0,24
100172,1,,13411,13407,-0.000298,1,1,1.0,1.0,1,1,0,0,0,1,0,8
100174,1,,23160,23154,-0.000259,1,1,1.0,1.0,1,1,0,0,0,1,0,22
100175,1,,7609,7595,-0.00184,6,6,0.39335,0.394075,4,4,0,0,0,0,0,14
100334,1,,14855,14856,6.7e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,21
100350,1,,14430,14401,-0.00201,6,8,0.338531,0.339282,6,6,0,0,0,0,0,37
100356,1,,13520,13487,-0.002441,5,6,0.338314,0.338993,4,4,0,0,0,0,0,41
10036,1,,10655,10589,-0.006194,4,5,0.63679,0.640287,4,3,0,0,0,0,0,94
100361,1,,15822,15804,-0.001138,7,7,0.482872,0.483422,3,3,0,0,0,0,0,20
100364,1,,18756,18753,-0.00016,1,1,1.0,1.0,1,1,0,0,0,1,0,5
100369,1,,16107,16107,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,4
100370,1,,9850,9852,0.000203,1,1,1.0,1.0,1,1,0,0,0,1,0,4
100373,1,,16882,16881,-5.9e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,3
100374,1,,18746,18742,-0.000213,1,1,1.0,1.0,1,1,0,0,0,1,0,6
100375,1,,21563,21564,4.6e-05,3,3,0.741919,0.741977,2,2,0,0,0,0,0,7
100376,1,,11985,11959,-0.002169,5,5,0.599249,0.600636,3,3,0,0,0,0,0,28
100377,1,,30382,30381,-3.3e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,5
100384,1,,20478,20477,-4.9e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,13
100385,1,,30032,30032,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,6
100388,1,,12821,12758,-0.004914,4,5,0.649715,0.652845,2,2,0,0,0,0,0,65
100389,1,,24579,24373,-0.008381,2,2,0.991415,0.999836,1,1,0,0,0,1,0,214
100390,1,,15699,15695,-0.000255,1,1,1.0,1.0,1,1,0,0,0,1,0,12
100394,1,,29844,29840,-0.000134,1,1,1.0,1.0,1,1,0,0,0,1,0,16
100395,1,,24572,24572,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,10
100397,1,,21781,21778,-0.000138,1,1,1.0,1.0,1,1,0,0,0,1,0,3
100398,1,,17490,17490,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,16
100399,1,,20281,20280,-4.9e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,7
10040,1,,19099,19099,0.0,2,2,0.766061,0.766113,2,2,0,0,0,0,0,16
100401,1,,13412,13311,-0.007531,4,10,0.351775,0.354444,3,3,0,0,0,0,0,117
100402,1,,21769,21769,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,12
100403,1,,30591,30585,-0.000196,1,1,1.0,1.0,1,1,0,0,0,1,0,28
100404,1,,30668,30668,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,10
100405,1,,15895,15809,-0.005411,3,2,0.66738,0.67082,2,2,0,0,0,0,0,102
101498,1,,5593,5430,-0.029144,3,8,0.864652,0.890239,1,1,0,0,0,1,0,179
101499,1,,22940,22939,-4.4e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,5
101500,1,,8880,8878,-0.000225,2,3,0.888626,0.889052,2,2,0,0,0,0,0,12
101501,1,,10329,10328,-9.7e-05,2,2,0.86504,0.865027,2,2,0,0,0,0,0,3
101502,1,,12929,12925,-0.000309,3,3,0.780339,0.780348,2,2,0,0,0,0,0,8
101504,1,,16390,16386,-0.000244,1,1,1.0,1.0,1,1,0,0,0,1,0,12
101507,1,,16375,16375,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,10
10157,1,,11039,11041,0.000181,1,1,1.0,1.0,1,1,0,0,0,1,0,2
10160,1,,10882,10884,0.000184,1,1,1.0,1.0,1,1,0,0,0,1,0,10
10162,1,,15292,15294,0.000131,1,1,1.0,1.0,1,1,0,0,0,1,0,8
10163,1,,11681,11676,-0.000428,1,1,1.0,1.0,1,1,0,0,0,1,0,15
10164,1,,12427,12432,0.000402,1,1,1.0,1.0,1,1,0,0,0,1,0,9
10165,1,,11291,11288,-0.000266,1,1,1.0,1.0,1,1,0,0,0,1,0,3
10166,1,,11438,11436,-0.000175,2,2,0.508918,0.508832,2,2,0,0,0,0,0,4
101671,1,,14244,14242,-0.00014,2,2,0.916105,0.916163,2,2,0,0,0,0,0,6
101676,1,,18605,18605,0.0,3,3,0.654716,0.654824,3,3,0,0,0,0,0,8
101681,1,,10597,10595,-0.000189,4,4,0.457488,0.457669,3,3,0,0,0,0,0,12
101686,1,,11634,11640,0.000516,2,2,0.577703,0.577577,2,2,0,0,0,0,0,12
101687,1,,16533,16495,-0.002298,6,6,0.449828,0.450682,5,5,0,0,0,0,0,48
101689,1,,16015,16014,-6.2e-05,2,2,0.565033,0.565006,2,2,0,0,0,0,0,5
101690,1,,10546,10552,0.000569,5,5,0.512801,0.512699,3,3,0,0,0,0,0,22
101730,1,,13489,13493,0.000297,1,1,1.0,1.0,1,1,0,0,0,1,0,12
101731,1,,10221,9982,-0.023383,3,2,0.976617,0.999399,1,1,0,0,0,1,0,253
101735,1,,6857,6818,-0.005688,6,13,0.378591,0.38017,3,3,0,0,0,0,0,53
101737,1,,16403,16405,0.000122,2,2,0.976712,0.976714,1,1,0,0,0,1,0,22
101742,1,,26572,26578,0.000226,1,1,1.0,1.0,1,1,0,0,0,1,0,12
101743,1,,7793,7793,0.0,2,2,0.587579,0.587322,2,2,0,0,0,0,0,4
101744,1,,17066,17067,5.9e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,13
10175,1,,21465,21459,-0.00028,1,1,1.0,1.0,1,1,0,0,0,1,0,16
101883,1,,18618,18620,0.000107,1,1,1.0,1.0,1,1,0,0,0,1,0,10
101885,1,,13229,13225,-0.000302,12,12,0.307657,0.307826,6,6,0,0,0,0,0,10
101887,1,,18100,18104,0.000221,1,1,1.0,1.0,1,1,0,0,0,1,0,6
101897,1,,14963,14962,-6.7e-05,3,3,0.671055,0.6711,2,2,0,0,0,0,0,11
101898,1,,14349,14349,0.0,2,2,0.545961,0.545961,2,2,0,0,0,0,0,22
101899,1,,22138,22138,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,6
101931,1,,5999,5819,-0.030005,2,3,0.944491,0.971473,1,1,0,0,0,1,0,194
101935,1,,16136,16134,-0.000124,2,2,0.73587,0.735899,2,2,0,0,0,0,0,4
101938,1,,9531,9527,-0.00042,1,1,1.0,1.0,1,1,0,0,0,1,0,8
101939,1,,23566,23567,4.2e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,3
101940,1,,15428,15471,0.002787,1,1,1.0,1.0,1,1,0,0,0,1,0,59
101942,1,,14636,14632,-0.000273,2,2,0.535187,0.535334,2,2,0,0,0,0,0,10
101943,1,,13654,13654,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,30
101944,1,,24698,24698,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,12
101945,1,,15919,15920,6.3e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,7
101946,1,,19496,19495,-5.1e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,3
101947,1,,18352,18356,0.000218,1,1,1.0,1.0,1,1,0,0,0,1,0,8
101948,1,,19997,20000,0.00015,1,1,1.0,1.0,1,1,0,0,0,1,0,7
101949,1,,11282,11279,-0.000266,1,1,1.0,1.0,1,1,0,0,0,1,0,7
101951,1,,16023,16027,0.00025,1,1,1.0,1.0,1,1,0,0,0,1,0,10
101954,1,,20755,20755,0.0,3,3,0.686871,0.686871,3,3,0,0,0,0,0,4
101955,1,,13469,13470,7.4e-05,2,2,0.738659,0.738604,2,2,0,0,0,0,0,11
101956,1,,9071,9073,0.00022,1,1,1.0,1.0,1,1,0,0,0,1,0,10
101961,1,,15512,15512,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,6
101967,1,,14698,14696,-0.000136,4,4,0.498163,0.498231,3,3,0,0,0,0,0,12
101968,1,,23277,23277,0.0,4,4,0.46939,0.469476,4,4,0,0,0,0,0,12
101983,1,,11684,11678,-0.000514,4,4,0.711229,0.711252,3,3,0,0,0,0,0,12
101994,1,,18353,18354,5.4e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,15
102008,1,,14811,14805,-0.000405,3,3,0.983121,0.983114,1,1,0,0,0,1,0,20
102009,1,,15693,15690,-0.000191,1,1,1.0,1.0,1,1,0,0,0,1,0,11
102010,1,,19574,19575,5.1e-05,2,2,0.755185,0.755198,2,2,0,0,0,0,0,7
102012,1,,17672,17676,0.000226,1,1,1.0,1.0,1,1,0,0,0,1,0,8
102057,1,,10192,10192,0.0,3,3,0.489305,0.489305,3,3,0,0,0,0,0,8
102060,1,,7911,7908,-0.000379,1,1,1.0,1.0,1,1,0,0,0,1,0,11
102067,1,,19034,19034,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,2
102728,1,,16675,16537,-0.008276,2,4,0.992384,0.951624,1,2,0,0,0,1,0,146
102729,1,,13180,13041,-0.010546,4,7,0.715781,0.723334,2,2,0,0,0,0,0,157
102730,1,,26056,26056,0.0,1,1,1.0,1.0,1,1,0,0,0,1,0,6
102731,1,,25448,25445,-0.000118,2,2,0.62893,0.628925,2,2,0,0,0,0,0,11
10274,1,,10700,10694,-0.000561,1,1,1.0,1.0,1,1,0,0,0,1,0,18
10275,1,,16003,16000,-0.000187,3,3,0.922452,0.922562,1,1,0,0,0,1,0,17
102756,1,,24781,24788,0.000282,1,1,1.0,1.0,1,1,0,0,0,1,0,9
102758,1,,18551,18549,-0.000108,3,3,0.524662,0.524664,3,3,0,0,0,0,0,8
102759,1,,22614,22609,-0.000221,3,3,0.544353,0.544252,3,3,0,0,0,0,0,23
10276,1,,8100,8093,-0.000864,2,2,0.935679,0.936118,1,1,0,0,0,1,0,9
10277,1,,3986,3753,-0.058455,3,5,0.895635,0.948042,1,1,0,0,0,1,0,241
102774,1,,11033,11021,-0.001088,6,6,0.53911,0.539606,3,3,0,0,0,0,0,16
102775,1,,13188,12936,-0.019108,7,6,0.314301,0.320424,4,4,0,0,0,0,0,260
102777,1,,6587,6578,-0.001366,2,2,0.940944,0.94208,1,1,0,0,0,1,0,11
102785,1,,7709,7710,0.00013,7,7,0.398366,0.398054,3,3,0,0,0,0,0,7
102786,1,,7080,7072,-0.00113,6,6,0.362712,0.362698,4,4,0,0,0,0,0,10
10279,1,,13161,13154,-0.000532,2,2,0.954107,0.954234,1,1,0,0,0,1,0,13
102796,1,,15643,15607,-0.002301,4,8,0.731254,0.733453,3,4,0,0,0,0,0,60
102797,1,,6138,6130,-0.001303,8,8,0.450147,0.450245,2,2,0,0,0,0,0,14
102798,1,,13640,13641,7.3e-05,3,3,0.499047,0.499084,3,3,0,0,0,0,0,9
102799,1,,13999,13795,-0.014572,13,21,0.426673,0.428924,5,5,0,0,0,0,0,256
10280,1,,16051,16047,-0.000249,1,1,1.0,1.0,1,1,0,0,0,1,0,6
102802,1,,7878,7874,-0.000508,5,5,0.335872,0.335916,5,5,0,0,0,0,0,8
102806,1,,8306,8159,-0.017698,9,19,0.335902,0.342444,3,3,0,0,0,0,0,157
102807,1,,17414,17409,-0.000287,5,5,0.355519,0.355563,4,4,0,0,0,0,0,9
102808,1,,16817,16820,0.000178,2,2,0.879824,0.879845,2,2,0,0,0,0,0,17
10281,1,,13245,13246,7.6e-05,1,1,1.0,1.0,1,1,0,0,0,1,0,9
10282,1,,15792,15794,0.000127,1,1,1.0,1.0,1,1,0,0,0,1,0,10
102856,1,,21370,21375,0.000234,2,2,0.72073,0.720702,2,2,0,0,0,0,0,23
102865,1,,12802,12800,-0.000156,2,2,0.877441,0.8775,2,2,0,0,0,0,0,4
102866,1,,10529,10531,0.00019,3,3,0.825529,0.825753,3,3,0,0,0,0,0,8
102867,1,,12951,12956,0.000386,1,1,1.0,1.0,1,1,0,0,0,1,0,15
102868,1,,8233,8237,0.000486,5,5,0.375562,0.375379,4,4,0,0,0,0,0,10
102872,1,,15385,15385,0.0,3,3,0.581345,0.581475,3,3,0,0,0,0,0,18
102873,1,,17269,17112,-0.009091,3,7,0.610458,0.616,2,2,0,0,0,0,0,175
102875,1,,13757,13749,-0.000582,1,1,1.0,1.0,1,1,0,0,0,1,0,24
102876,1,,17440,17440,0.0,2,2,0.861583,0.861583,2,2,0,0,0,0,0,12
