img_id,H,W,ink_ratio,n_ink,n_cc,main_frac,small_cc_n,small_cc_area_ratio,mid_cc_n,foreign_area_ratio,edge_ink_ratio,border_bar,edge_blob_area,inverted
276931,256,256,0.16185,10607,8,0.679457,4,7.6e-05,0,0.05188,0.06376,0,872,0
103459,256,256,0.210602,13802,3,0.888205,0,0.0,0,0.023544,0.041835,0,0,0
103460,256,256,0.3367,22066,4,0.907323,1,3.1e-05,0,0.031204,0.058972,0,2043,0
103472,256,256,0.298508,19563,2,0.951899,0,0.0,0,0.014359,0.035786,0,0,0
276943,256,256,0.242371,15884,3,0.911672,0,0.0,1,0.021408,0.019405,0,0,0
103752,256,256,0.088455,5797,18,0.43695,13,0.0009,2,0.049805,0.022933,0,2355,0
103753,256,256,0.226639,14853,4,0.721066,0,0.0,0,0.063217,0.031502,0,1301,0
103758,256,256,0.273697,17937,3,0.416569,0,0.0,0,0.159683,0.041709,0,5158,0
103759,256,256,0.389709,25540,3,0.678113,0,0.0,0,0.125443,0.029234,0,0,0
277056,256,256,0.325455,21329,22,0.740963,14,0.002014,6,0.084305,0.161164,0,4125,0
277057,256,256,0.287003,18809,6,0.50428,0,0.0,3,0.142273,0.03566,0,8219,0
103760,256,256,0.278702,18265,4,0.60657,0,0.0,1,0.10965,0.019783,0,0,0
103769,256,256,0.156372,10248,3,0.937549,0,0.0,2,0.009766,0.041457,0,0,0
103770,256,256,0.129364,8478,2,0.775183,0,0.0,0,0.029083,0.021169,0,1906,0
103772,256,256,0.234467,15366,1,1.0,0,0.0,0,0.0,0.018397,0,0,0
103820,256,256,0.289642,18982,1,1.0,0,0.0,0,0.0,0.035408,0,0,0
103773,256,256,0.157776,10340,1,1.0,0,0.0,0,0.0,0.02369,0,0,0
103807,256,256,0.165222,10828,2,0.881973,0,0.0,0,0.019501,0.038558,0,1278,0
103808,256,256,0.150116,9838,2,0.981704,0,0.0,1,0.002747,0.022681,0,0,0
103818,256,256,0.111099,7281,5,0.740558,1,4.6e-05,1,0.028824,0.064894,0,745,0
103775,256,256,0.27066,17738,1,1.0,0,0.0,0,0.0,0.009955,0,0,0
103803,256,256,0.273682,17936,1,1.0,0,0.0,0,0.0,0.02432,0,0,0
103776,256,256,0.342896,22472,4,0.959505,2,0.000549,0,0.013885,0.084047,0,0,0
103786,256,256,0.19902,13043,3,0.763321,1,4.6e-05,0,0.047104,0.028856,0,3084,0
103812,256,256,0.258163,16919,1,1.0,0,0.0,0,0.0,0.042843,0,0,0
103787,256,256,0.088959,5830,16,0.36964,5,0.000885,9,0.056076,0.02999,0,0,0
103789,256,256,0.36055,23629,1,1.0,0,0.0,0,0.0,0.041583,0,0,0
277074,256,256,0.301788,19778,2,0.924613,0,0.0,0,0.022751,0.040701,0,0,0
103802,256,256,0.11705,7671,8,0.706296,2,7.6e-05,4,0.034378,0.066532,0,1066,0
103805,256,256,0.148102,9706,3,0.719967,0,0.0,1,0.041473,0.034904,0,2668,0
103806,256,256,0.252579,16553,2,0.86359,0,0.0,0,0.034454,0.035534,0,0,0
103811,256,256,0.143402,9398,11,0.494361,5,0.000504,2,0.07251,0.028982,0,991,0
103814,256,256,0.243347,15948,1,1.0,0,0.0,0,0.0,0.047505,0,0,0
277075,256,256,0.303619,19898,1,1.0,0,0.0,0,0.0,0.03881,0,0,0
103815,256,256,0.18959,12425,5,0.670181,1,0.000336,2,0.062531,0.037676,0,3939,0
103816,256,256,0.199265,13059,1,1.0,0,0.0,0,0.0,0.042591,0,0,0
103817,256,256,0.11998,7863,14,0.210098,3,0.000702,7,0.094772,0.027596,0,1288,0
103631,256,256,0.075241,4931,2,0.583452,0,0.0,0,0.031342,0.0281,0,2054,0
103632,256,256,0.167206,10958,1,1.0,0,0.0,0,0.0,0.03755,0,0,0
103637,256,256,0.253387,16606,3,0.647236,0,0.0,0,0.089386,0.03755,0,1771,0
103640,256,256,0.442673,29011,1,1.0,0,0.0,0,0.0,0.049143,0,0,0
103656,256,256,0.33638,22045,2,0.867408,0,0.0,0,0.044601,0.016255,0,2923,0
103664,256,256,0.288376,18899,5,0.281073,0,0.0,0,0.207321,0.003402,0,9489,0
103670,256,256,0.215561,14127,3,0.682806,0,0.0,0,0.068375,0.000252,0,0,0
103671,256,256,0.385483,25263,5,0.753553,0,0.0,0,0.095001,0.982233,1,0,0
103672,256,256,0.202789,13290,4,0.403311,0,0.0,0,0.121002,0.008569,0,4108,0
103673,256,256,0.166855,10935,2,0.701235,0,0.0,0,0.04985,0.004662,0,0,0
103691,256,256,0.146637,9610,2,0.743913,0,0.0,0,0.037552,0.035408,0,2461,0
103692,256,256,0.256058,16781,2,0.618676,0,0.0,0,0.097641,0.036164,0,6399,0
103713,256,256,0.135849,8903,1,1.0,0,0.0,0,0.0,0.033266,0,0,0
103718,256,256,0.239624,15704,2,0.743377,0,0.0,0,0.061493,0.053805,0,4030,0
103726,256,256,0.125305,8212,18,0.440331,14,0.000732,1,0.070129,0.108241,0,4504,0
103719,256,256,0.228928,15003,20,0.536026,13,0.002151,4,0.106216,0.167339,0,5464,0
103720,256,256,0.263153,17246,2,0.999768,1,6.1e-05,0,6.1e-05,0.023059,0,0,0
103721,256,256,0.193512,12682,2,0.973427,0,0.0,1,0.005142,0.077243,0,0,0
103727,256,256,0.192032,12585,6,0.421851,2,0.000656,1,0.111023,0.08997,0,4019,0
103722,256,256,0.258514,16942,2,0.666155,0,0.0,0,0.086304,0.031628,0,5656,0
103724,256,256,0.388641,25470,2,0.69097,0,0.0,0,0.120102,0.043473,0,0,0
277046,256,256,0.342422,22441,1,1.0,0,0.0,0,0.0,0.031376,0,0,0
103725,256,256,0.276535,18123,1,1.0,0,0.0,0,0.0,0.035156,0,0,0
103728,256,256,0.328735,21544,1,1.0,0,0.0,0,0.0,0.053427,0,0,0
103729,256,256,0.064926,4255,1,1.0,0,0.0,0,0.0,0.008569,0,0,0
103732,256,256,0.250702,16430,2,0.707851,0,0.0,0,0.073242,0.021169,0,0,0
103748,256,256,0.214966,14088,13,0.378265,7,0.000519,1,0.133652,0.032132,0,0,0
103756,256,256,0.355942,23327,3,0.998928,2,0.000381,0,0.000381,0.032636,0,0,0
103749,256,256,0.416504,27296,2,0.958016,0,0.0,0,0.017487,0.057334,0,0,0
103754,256,256,0.431519,28280,2,0.994837,0,0.0,1,0.002228,0.046875,0,0,0
103761,256,256,0.44931,29446,2,0.99983,1,7.6e-05,0,7.6e-05,0.053049,0,0,0
103762,256,256,0.254822,16700,5,0.516647,0,0.0,3,0.123169,0.034148,0,6852,0
103958,256,256,0.186951,12252,4,0.739389,0,0.0,1,0.048721,0.009199,0,918,0
277151,256,256,0.263412,17263,1,1.0,0,0.0,0,0.0,0.044859,0,0,0
277152,256,256,0.246597,16161,3,0.726255,0,0.0,1,0.067505,0.055318,0,3775,0
103961,256,256,0.198685,13021,4,0.785654,1,0.000259,1,0.042587,0.016255,0,2632,0
103997,256,256,0.276154,18098,2,0.999282,1,0.000198,0,0.000198,0.031376,0,0,0
103962,256,256,0.172028,11274,8,0.202945,0,0.0,3,0.137115,0.003654,0,4099,0
277150,256,256,0.183746,12042,4,0.646653,0,0.0,0,0.064926,0.039567,0,1255,0
103963,256,256,0.232422,15232,2,0.900932,0,0.0,0,0.023026,0.005418,0,0,0
103976,256,256,0.470779,30853,20,0.831264,7,0.001358,11,0.079437,0.865045,1,3293,0
103977,256,256,0.476089,31201,1,1.0,0,0.0,0,0.0,0.127772,0,0,0
103993,256,256,0.103516,6784,9,0.407724,0,0.0,6,0.06131,0.023185,0,0,0
103994,256,256,0.325638,21341,8,0.847711,0,0.0,6,0.049591,0.016885,0,0,0
103995,256,256,0.406311,26628,18,0.613715,7,0.001572,8,0.156952,0.191406,0,6898,0
103967,256,256,0.167053,10948,6,0.800512,2,0.000336,2,0.033325,0.00693,0,1920,0
103998,256,256,0.192337,12605,1,1.0,0,0.0,0,0.0,0.054814,0,0,0
103999,256,256,0.213226,13974,3,0.958852,0,0.0,2,0.008774,0.045993,0,0,0
103974,256,256,0.178024,11667,9,0.575555,4,0.000397,1,0.075562,0.009199,0,1221,0
103984,256,256,0.337433,22114,3,0.867143,0,0.0,0,0.04483,0.039062,0,2938,0
103985,256,256,0.212631,13935,1,1.0,0,0.0,0,0.0,0.042087,0,0,0
277136,256,256,0.106583,6985,3,0.891195,0,0.0,2,0.011597,0.013735,0,0,0
103989,256,256,0.215668,14134,2,0.980968,0,0.0,1,0.004105,0.030746,0,0,0
103990,256,256,0.308411,20212,1,1.0,0,0.0,0,0.0,0.054688,0,0,0
103992,256,256,0.174866,11460,4,0.664398,0,0.0,1,0.058685,0.02747,0,2469,0
104021,256,256,0.139465,9140,12,0.307549,2,7.6e-05,6,0.096573,0.058342,0,3816,0
104039,256,256,0.191269,12535,32,0.882569,29,0.001587,1,0.022461,0.048891,0,728,0
104040,256,256,0.187744,12304,40,0.626382,33,0.001953,3,0.070145,0.107863,0,869,0
104041,256,256,0.116516,7636,12,0.477344,6,0.000656,2,0.060898,0.035156,0,1651,0
104042,256,256,0.114212,7485,8,0.220441,0,0.0,3,0.089035,0.026714,0,1158,0
277155,256,256,0.119263,7816,2,0.698183,0,0.0,0,0.035995,0.019279,0,2359,0
277163,256,256,0.077515,5080,24,0.250787,11,0.001373,10,0.058075,0.03314,0,0,0
104077,256,256,0.157166,10300,3,0.487282,0,0.0,0,0.080582,0.038558,0,3445,0
104097,256,256,0.209595,13736,3,0.849156,0,0.0,0,0.031616,0.014869,0,1348,0
103832,256,256,0.111694,7320,10,0.287842,0,0.0,7,0.079544,0.043221,0,1880,0
103833,256,256,0.173004,11338,11,0.468248,1,1.5e-05,6,0.091995,0.668977,1,0,0
103835,256,256,0.292618,19177,2,0.808051,0,0.0,0,0.056168,0.062626,0,0,0
103837,256,256,0.224457,14710,1,1.0,0,0.0,0,0.0,0.007308,0,0,0
103838,256,256,0.205933,13496,1,1.0,0,0.0,0,0.0,0.009703,0,0,0
103851,256,256,0.288269,18892,37,0.375079,29,0.0047,4,0.180145,0.150832,0,0,0
103861,256,256,0.354828,23254,1,1.0,0,0.0,0,0.0,0.032384,0,0,0
103863,256,256,0.170639,11183,12,0.49459,2,6.1e-05,5,0.086243,0.039189,0,0,0
103865,256,256,0.390991,25624,2,0.651303,0,0.0,0,0.136337,0.046371,0,8935,0
103866,256,256,0.410461,26900,3,0.681933,0,0.0,0,0.130554,0.077747,0,8556,0
103884,256,256,0.251831,16504,7,0.341311,0,0.0,2,0.165878,0.059476,0,1477,0
103885,256,256,0.342255,22430,2,0.89942,0,0.0,0,0.034424,0.030998,0,2256,0
103886,256,256,0.228745,14991,6,0.477887,1,0.000397,0,0.119431,0.052167,0,3309,0
103887,256,256,0.37207,24384,3,0.608678,0,0.0,0,0.145599,0.099294,0,9542,0
103895,256,256,0.476547,31231,66,0.541225,46,0.006134,13,0.218628,0.214718,0,5980,0
103896,256,256,0.269485,17661,4,0.647019,1,7.6e-05,0,0.095123,0.030242,0,4867,0
103900,256,256,0.321121,21045,1,1.0,0,0.0,0,0.0,0.030242,0,0,0
103904,256,256,0.096008,6292,17,0.309758,7,0.000824,7,0.066269,0.024194,0,0,0
277116,256,256,0.163834,10737,7,0.500605,2,0.000183,2,0.081818,0.05746,0,4726,0
103905,256,256,0.374237,24526,2,0.635285,0,0.0,0,0.13649,0.061114,0,0,0
103906,256,256,0.459366,30105,1,1.0,0,0.0,0,0.0,0.138861,0,0,0
103907,256,256,0.393707,25802,1,1.0,0,0.0,0,0.0,0.042087,0,0,0
103908,256,256,0.273224,17906,1,1.0,0,0.0,0,0.0,0.037928,0,0,0
103909,256,256,0.3573,23416,2,0.608046,0,0.0,0,0.140045,0.045363,0,0,0
103910,256,256,0.338531,22186,2,0.572658,0,0.0,0,0.144669,0.044859,0,0,0
103911,256,256,0.347687,22786,2,0.596463,0,0.0,0,0.140305,0.072203,0,9195,0
103913,256,256,0.461426,30240,2,0.802216,0,0.0,0,0.091263,0.002772,0,5981,0
103929,256,256,0.080246,5259,66,0.185967,44,0.005508,20,0.065323,0.066028,0,814,0
103945,256,256,0.14798,9698,2,0.581151,0,0.0,0,0.061981,0.075605,0,4062,0
103946,256,256,0.157166,10300,3,0.487282,0,0.0,0,0.080582,0.038558,0,3445,0
103954,256,256,0.131073,8590,15,0.47986,3,0.000336,9,0.068176,0.067288,0,1838,0
103955,256,256,0.262848,17226,63,0.456519,55,0.007156,5,0.142853,0.053931,0,0,0
104098,256,256,0.313797,20565,2,0.988573,0,0.0,1,0.003586,0.039189,0,0,0
104100,256,256,0.28389,18605,4,0.703951,0,0.0,1,0.084045,0.044481,0,4284,0
104103,256,256,0.21286,13950,16,0.313477,8,0.000763,4,0.146133,0.037172,0,0,0
104105,256,256,0.254425,16674,4,0.495142,0,0.0,0,0.128448,0.034652,0,4065,0
104107,256,256,0.369339,24205,1,1.0,0,0.0,0,0.0,0.076361,0,0,0
104108,256,256,0.076904,5040,32,0.168452,16,0.001755,13,0.06395,0.049899,0,0,0
104110,256,256,0.357864,23453,2,0.866286,0,0.0,0,0.047852,0.066658,0,3136,0
104116,256,256,0.193802,12701,22,0.70648,16,0.001678,4,0.056885,0.052041,0,0,0
104130,256,256,0.141449,9270,32,0.531715,20,0.003204,8,0.066238,0.116683,0,2000,0
104132,256,256,0.210907,13822,3,0.499349,0,0.0,0,0.105591,0.046875,0,6920,0
277209,256,256,0.256622,16818,1,1.0,0,0.0,0,0.0,0.033518,0,0,0
277210,256,256,0.260025,17041,1,1.0,0,0.0,0,0.0,0.032762,0,0,0
104133,256,256,0.05806,3805,13,0.225493,4,0.000275,7,0.044968,0.019405,0,0,0
104141,256,256,0.334381,21914,1,1.0,0,0.0,0,0.0,0.078251,0,0,0
104142,256,256,0.166946,10941,4,0.471986,0,0.0,1,0.08815,0.02684,0,0,0
104143,256,256,0.350967,23001,1,1.0,0,0.0,0,0.0,0.09312,0,0,0
104148,256,256,0.465149,30484,2,0.722707,0,0.0,0,0.128983,0.035408,0,8453,0
104188,256,256,0.313919,20573,3,0.587809,0,0.0,1,0.129395,0.115549,0,7980,0
104189,256,256,0.19101,12518,1,1.0,0,0.0,0,0.0,0.006174,0,0,0
104203,256,256,0.243683,15970,9,0.498184,3,0.000763,3,0.122284,0.037172,0,7410,0
104201,256,256,0.177139,11609,6,0.626238,0,0.0,2,0.066208,0.039315,0,1553,0
104204,256,256,0.152649,10004,2,0.510096,0,0.0,0,0.074783,0.016759,0,4901,0
104213,256,256,0.333069,21828,61,0.474711,49,0.007248,8,0.174957,0.16129,0,870,0
104215,256,256,0.172638,11314,6,0.434241,1,3.1e-05,0,0.097672,0.072707,0,962,0
104237,256,256,0.203339,13326,9,0.496173,6,0.000534,0,0.102448,0.032006,0,1709,0
104216,256,256,0.354752,23249,5,0.625747,1,4.6e-05,2,0.132767,0.192414,0,8072,0
104217,256,256,0.363235,23805,177,0.748288,158,0.017365,17,0.091431,0.202621,0,3280,0
104224,256,256,0.207794,13618,33,0.42319,25,0.002884,5,0.119858,0.059476,0,4906,0
104226,256,256,0.329712,21608,1,1.0,0,0.0,0,0.0,0.067414,0,0,0
277236,256,256,0.312347,20470,4,0.866634,0,0.0,2,0.041656,0.003024,0,2197,0
104227,256,256,0.420624,27566,1,1.0,0,0.0,0,0.0,0.140373,0,0,0
104228,256,256,0.230637,15115,2,0.702746,0,0.0,0,0.068558,0.053931,0,0,0
104560,256,256,0.261383,17130,2,0.746001,0,0.0,0,0.066391,0.071699,0,4351,0
104561,256,256,0.242126,15868,3,0.499118,0,0.0,0,0.121277,0.055822,0,3353,0
104564,256,256,0.262299,17190,3,0.519372,0,0.0,0,0.126068,0.117314,0,4657,0
104566,256,256,0.300507,19694,3,0.834569,1,0.000366,0,0.049713,0.063004,0,3234,0
104570,256,256,0.348267,22824,8,0.601253,5,0.001053,1,0.13887,0.102697,0,8671,0
104635,256,256,0.467056,30609,1,1.0,0,0.0,0,0.0,0.040575,0,0,0
104640,256,256,0.343643,22521,1,1.0,0,0.0,0,0.0,0.05998,0,0,0
104641,256,256,0.346375,22700,1,1.0,0,0.0,0,0.0,0.123362,0,0,0
277415,256,256,0.346725,22723,1,1.0,0,0.0,0,0.0,0.092742,0,0,0
104643,256,256,0.227753,14926,7,0.266917,2,0.000259,1,0.166962,0.298891,0,0,0
104644,256,256,0.327911,21490,2,0.870405,0,0.0,0,0.042496,0.063382,0,0,0
104646,256,256,0.367996,24117,1,1.0,0,0.0,0,0.0,0.003402,0,0,0
277417,256,256,0.245331,16078,2,0.997637,0,0.0,1,0.00058,0.023438,0,0,0
104647,256,256,0.314484,20610,1,1.0,0,0.0,0,0.0,0.007812,0,0,0
104691,256,256,0.175812,11522,6,0.819563,3,0.000183,1,0.031723,0.082157,0,1818,0
104648,256,256,0.365097,23927,1,1.0,0,0.0,0,0.0,0.005166,0,0,0
104707,256,256,0.378418,24800,1,1.0,0,0.0,0,0.0,0.042213,0,0,0
104651,256,256,0.320129,20980,2,0.795424,0,0.0,0,0.065491,0.017893,0,4292,0
104684,256,256,0.31958,20944,2,0.791874,0,0.0,0,0.066513,0.134325,0,4359,0
104657,256,256,0.372528,24414,1,1.0,0,0.0,0,0.0,0.008695,0,0,0
104658,256,256,0.204895,13428,3,0.542895,1,9.2e-05,0,0.093658,0.024698,0,6132,0
104663,256,256,0.356232,23346,2,0.989249,0,0.0,1,0.00383,0.081275,0,0,0
104677,256,256,0.129028,8456,5,0.974929,3,4.6e-05,1,0.003235,0.026714,0,0,0
104688,256,256,0.346115,22683,3,0.97518,0,0.0,2,0.008591,0.06376,0,0,0
104700,256,256,0.381561,25006,2,0.99924,1,0.00029,0,0.00029,0.052545,0,0,0
104689,256,256,0.453918,29748,1,1.0,0,0.0,0,0.0,0.085307,0,0,0
104692,256,256,0.308548,20221,4,0.822363,2,0.00032,0,0.05481,0.039441,0,3571,0
104693,256,256,0.381958,25032,1,1.0,0,0.0,0,0.0,0.124622,0,0,0
104697,256,256,0.351089,23009,2,0.897996,0,0.0,0,0.035812,0.118448,0,2347,0
104699,256,256,0.410324,26891,2,0.903946,0,0.0,0,0.039413,0.072581,0,2583,0
104702,256,256,0.433746,28426,1,1.0,0,0.0,0,0.0,0.071825,0,0,0
104703,256,256,0.371613,24354,1,1.0,0,0.0,0,0.0,0.017641,0,0,0
277237,256,256,0.247757,16237,2,0.715649,0,0.0,0,0.07045,0.014995,0,0,0
104229,256,256,0.157532,10324,3,0.661178,0,0.0,1,0.053375,0.060484,0,0,0
104235,256,256,0.324051,21237,2,0.637849,0,0.0,0,0.117355,0.041961,0,0,0
104231,256,256,0.368973,24181,1,1.0,0,0.0,0,0.0,0.075857,0,0,0
104232,256,256,0.228592,14981,1,1.0,0,0.0,0,0.0,0.069052,0,0,0
104236,256,256,0.441376,28926,1,1.0,0,0.0,0,0.0,0.047631,0,0,0
104259,256,256,0.24884,16308,12,0.637295,4,0.000656,3,0.090256,0.122228,0,2424,0
104260,256,256,0.361557,23695,2,0.999325,1,0.000244,0,0.000244,0.017011,0,0,0
104265,256,256,0.103546,6786,6,0.492779,0,0.0,3,0.052521,0.011845,0,1538,0
104269,256,256,0.232758,15254,4,0.367313,0,0.0,1,0.147263,0.034274,0,5354,0
104270,256,256,0.123566,8098,14,0.387627,6,0.000214,5,0.075668,0.022303,0,2284,0
104271,256,256,0.202423,13266,3,0.716192,0,0.0,1,0.057449,0.031124,0,0,0
104274,256,256,0.373749,24494,1,1.0,0,0.0,0,0.0,0.034904,0,0,0
277253,256,256,0.275787,18074,6,0.65171,2,0.000107,1,0.096054,0.240423,0,0,0
104286,256,256,0.066162,4336,14,0.206411,2,0.000214,9,0.052505,0.022681,0,0,0
104288,256,256,0.13298,8715,6,0.660356,4,0.000702,0,0.045166,0.018775,0,0,0
104299,256,256,0.134918,8842,4,0.570233,0,0.0,2,0.057983,0.018397,0,2756,0
104304,256,256,0.196716,12892,14,0.513885,8,0.000656,2,0.095627,0.042843,0,4093,0
104306,256,256,0.11412,7479,67,0.16914,43,0.005081,21,0.094818,0.033518,0,0,0
104307,256,256,0.263672,17280,1,1.0,0,0.0,0,0.0,0.052923,0,0,0
277271,256,256,0.252457,16545,2,0.999698,1,7.6e-05,0,7.6e-05,0.054183,0,0,0
104313,256,256,0.212036,13896,5,0.999568,4,9.2e-05,0,9.2e-05,0.031376,0,0,0
104322,256,256,0.356171,23342,2,0.541513,0,0.0,0,0.1633,0.029234,0,10702,0
104323,256,256,0.178558,11702,2,0.982054,0,0.0,1,0.003204,0.026462,0,0,0
104324,256,256,0.291092,19077,2,0.907323,0,0.0,0,0.026978,0.040071,0,0,0
277279,256,256,0.238586,15636,2,0.90637,0,0.0,0,0.022339,0.0,0,0,0
104325,256,256,0.467865,30662,2,0.79398,0,0.0,0,0.09639,0.923009,1,0,0
104569,256,256,0.484329,31741,2,0.999748,1,0.000122,0,0.000122,0.041331,0,0,0
104326,256,256,0.462357,30301,1,1.0,0,0.0,0,0.0,0.053805,0,0,0
104521,256,256,0.227615,14917,3,0.997922,2,0.000473,0,0.000473,0.06313,0,0,0
104541,256,256,0.397354,26041,35,0.670136,23,0.003555,8,0.131073,0.174521,0,1067,0
277380,256,256,0.255295,16731,55,0.930548,47,0.004791,7,0.017731,0.083795,0,0,0
277444,256,256,0.436996,28639,2,0.999965,1,1.5e-05,0,1.5e-05,0.09438,0,0,0
104704,256,256,0.481033,31525,1,1.0,0,0.0,0,0.0,0.100806,0,0,0
104705,256,256,0.450668,29535,1,1.0,0,0.0,0,0.0,0.085938,0,0,0
277418,256,256,0.403107,26418,1,1.0,0,0.0,0,0.0,0.0,0,0,0
277435,256,256,0.256073,16782,1,1.0,0,0.0,0,0.0,0.105469,0,0,0
104706,256,256,0.370026,24250,1,1.0,0,0.0,0,0.0,0.068422,0,0,0
104708,256,256,0.428375,28074,1,1.0,0,0.0,0,0.0,0.094002,0,0,0
104709,256,256,0.400406,26241,1,1.0,0,0.0,0,0.0,0.037802,0,0,0
104710,256,256,0.229156,15018,2,0.975762,0,0.0,1,0.005554,0.045867,0,0,0
277442,256,256,0.452896,29681,7,0.834002,1,3.1e-05,3,0.07518,0.814642,1,0,0
277445,256,256,0.440063,28840,8,0.859293,2,0.000229,2,0.06192,0.90058,1,938,0
104719,256,256,0.123398,8087,3,0.849759,0,0.0,2,0.018539,0.013483,0,0,0
104720,256,256,0.13179,8637,1,1.0,0,0.0,0,0.0,0.009955,0,0,0
277455,256,256,0.133408,8743,3,0.81917,1,1.5e-05,0,0.024124,0.027596,0,1580,0
104722,256,256,0.18486,12115,4,0.969294,0,0.0,3,0.005676,0.008065,0,0,0
104726,256,256,0.213821,14013,1,1.0,0,0.0,0,0.0,0.004284,0,0,0
104740,256,256,0.176483,11566,2,0.938094,0,0.0,0,0.010925,0.022303,0,0,0
104727,256,256,0.236877,15524,1,1.0,0,0.0,0,0.0,0.008569,0,0,0
104738,256,256,0.280457,18380,2,0.990098,0,0.0,1,0.002777,0.048009,0,0,0
104743,256,256,0.110657,7252,2,0.523304,0,0.0,0,0.05275,0.030872,0,3457,0
104744,256,256,0.207443,13595,2,0.888047,0,0.0,0,0.023224,0.005292,0,0,0
104769,256,256,0.247086,16193,2,0.975421,0,0.0,1,0.006073,0.048261,0,0,0
104823,256,256,0.178055,11669,8,0.85243,5,0.000366,1,0.026276,0.062248,0,1233,0
104745,256,256,0.159744,10469,2,0.85949,0,0.0,0,0.022446,0.00378,0,1471,0
104832,256,256,0.297256,19481,1,1.0,0,0.0,0,0.0,0.072329,0,0,0
104753,256,256,0.304337,19945,1,1.0,0,0.0,0,0.0,0.002016,0,0,0
104774,256,256,0.324692,21279,1,1.0,0,0.0,0,0.0,0.013357,0,0,0
104768,256,256,0.331726,21740,3,0.99954,2,0.000153,0,0.000153,0.105721,0,0,0
104770,256,256,0.213272,13977,8,0.970165,6,0.000626,1,0.006363,0.063382,0,0,0
104771,256,256,0.218033,14289,4,0.894114,1,1.5e-05,1,0.023087,0.052923,0,1469,0
277465,256,256,0.220245,14434,6,0.894762,3,0.000519,1,0.023178,0.055066,0,1430,0
104772,256,256,0.236801,15519,3,0.969521,0,0.0,2,0.007217,0.068422,0,0,0
104820,256,256,0.245056,16060,2,0.927086,0,0.0,0,0.017868,0.070691,0,1171,0
104821,256,256,0.223801,14667,2,0.999523,1,0.000107,0,0.000107,0.039315,0,0,0
104822,256,256,0.121567,7967,7,0.924187,5,0.00029,1,0.009216,0.054057,0,0,0
104824,256,256,0.339966,22280,2,0.901616,0,0.0,0,0.033447,0.056578,0,2192,0
104825,256,256,0.180283,11815,1,1.0,0,0.0,0,0.0,0.019909,0,0,0
104826,256,256,0.18222,11942,54,0.714453,43,0.006836,9,0.052032,0.121094,0,1894,0
104835,256,256,0.211411,13855,4,0.908553,1,9.2e-05,1,0.019333,0.0562,0,1223,0
104828,256,256,0.132217,8665,4,0.861281,1,0.000122,1,0.018341,0.054309,0,0,0
104833,256,256,0.187134,12264,4,0.740215,0,0.0,1,0.048615,0.015373,0,0,0
104834,256,256,0.299957,19658,2,0.982145,0,0.0,1,0.005356,0.052293,0,0,0
104874,256,256,0.24234,15882,1,1.0,0,0.0,0,0.0,0.0063,0,0,0
104875,256,256,0.259583,17012,2,0.730602,0,0.0,0,0.069931,0.011341,0,0,0
104876,256,256,0.120483,7896,2,0.932751,0,0.0,1,0.008102,0.029108,0,0,0
104878,256,256,0.202621,13279,2,0.99759,1,0.000488,0,0.000488,0.006552,0,0,0
104898,256,256,0.241257,15811,1,1.0,0,0.0,0,0.0,0.032132,0,0,0
104901,256,256,0.188873,12378,1,1.0,0,0.0,0,0.0,0.043977,0,0,0
104903,256,256,0.187027,12257,1,1.0,0,0.0,0,0.0,0.041835,0,0,0
104915,256,256,0.159195,10433,3,0.660596,0,0.0,1,0.054031,0.039945,0,0,0
277553,256,256,0.269806,17682,1,1.0,0,0.0,0,0.0,0.067918,0,0,0
104918,256,256,0.214005,14025,3,0.752371,0,0.0,1,0.052994,0.080897,0,3144,0
104919,256,256,0.225357,14769,2,0.713048,0,0.0,0,0.064667,0.056074,0,4238,0
105004,256,256,0.127045,8326,3,0.969133,1,1.5e-05,1,0.003922,0.009073,0,0,0
104920,256,256,0.271484,17792,1,1.0,0,0.0,0,0.0,0.066406,0,0,0
104921,256,256,0.187973,12319,3,0.716292,0,0.0,1,0.053329,0.009199,0,2992,0
104922,256,256,0.20929,13716,2,0.713911,0,0.0,0,0.059875,0.021799,0,0,0
104923,256,256,0.162994,10682,6,0.681146,2,0.000549,2,0.051971,0.015121,0,2770,0
104924,256,256,0.339844,22272,1,1.0,0,0.0,0,0.0,0.065902,0,0,0
104979,256,256,0.233841,15325,29,0.795824,22,0.000885,5,0.047745,0.054309,0,0,0
104925,256,256,0.302002,19792,2,0.940683,0,0.0,0,0.017914,0.039189,0,1174,0
104926,256,256,0.293549,19238,1,1.0,0,0.0,0,0.0,0.040449,0,0,0
105007,256,256,0.353455,23164,1,1.0,0,0.0,0,0.0,0.042843,0,0,0
104927,256,256,0.049652,3254,24,0.255071,14,0.002853,9,0.036987,0.011719,0,0,0
105035,256,256,0.292236,19152,1,1.0,0,0.0,0,0.0,0.058846,0,0,0
277571,256,256,0.300781,19712,1,1.0,0,0.0,0,0.0,0.069178,0,0,0
105009,256,256,0.202377,13263,1,1.0,0,0.0,0,0.0,0.027722,0,0,0
277573,256,256,0.356445,23360,1,1.0,0,0.0,0,0.0,0.036668,0,0,0
105016,256,256,0.351547,23039,1,1.0,0,0.0,0,0.0,0.06565,0,0,0
105017,256,256,0.332794,21810,3,0.641678,1,4.6e-05,0,0.119247,0.672127,1,7812,0
105018,256,256,0.162018,10618,4,0.552741,1,0.000137,0,0.072464,0.048639,0,4740,0
