img_id,plan,steps,before_ink,after_ink
113263,denoise,denoise,0.1473,0.1436
113603,denoise,denoise,0.4441,0.4193
113918,denoise,denoise,0.1313,0.1257
114097,denoise,denoise,0.4283,0.4136
114309,denoise,denoise,0.1718,0.1672
114499,denoise,denoise,0.1792,0.1657
114651,denoise,denoise,0.1802,0.1674
114859,denoise,denoise,0.1618,0.1407
117052,denoise,denoise,0.2404,0.2210
117730,denoise,denoise,0.2043,0.1933
117831,denoise,denoise,0.2043,0.1933
116491,denoise,denoise,0.3040,0.2971
116535,denoise,denoise,0.1859,0.1792
117240,crop,crop_t47b47l0r0+denoise,0.4605,0.0910
118390,denoise,denoise,0.1553,0.1513
118389,denoise,denoise,0.2497,0.2423
122142,crop,crop_t34b33l0r0+denoise,0.3731,0.1087
122181,denoise,denoise,0.1875,0.1748
122224,denoise,denoise,0.1846,0.1783
122368,denoise,denoise,0.1874,0.1801
122502,crop,crop_t12b13l0r0+denoise,0.3923,0.2945
122806,denoise,denoise,0.2772,0.2726
123073,denoise,denoise,0.1860,0.1788
123102,crop,crop_t14b15l0r0+denoise,0.2373,0.1236
123278,denoise,denoise,0.2331,0.2134
123513,denoise,denoise,0.2751,0.2728
124494,denoise,denoise,0.1860,0.1788
124538,crop,crop_t37b37l0r0+denoise,0.3521,0.0617
124650,denoise,denoise,0.2088,0.2027
125492,denoise,denoise,0.3092,0.2921
125957,denoise,denoise,0.3661,0.3624
125969,denoise,denoise,0.3086,0.3022
125985,crop,crop_t33b33l0r0+denoise,0.4071,0.1461
286140,denoise,denoise,0.2031,0.1968
126082,crop,crop_t37b37l0r0+denoise,0.4323,0.1416
127200,denoise,denoise,0.1745,0.1675
126730,denoise,denoise,0.1818,0.1746
126787,crop,crop_t15b14l0r0+denoise,0.2714,0.1571
126843,crop,crop_t0b0l26r27+denoise,0.3748,0.1657
286492,denoise,denoise,0.2372,0.2227
281574,denoise,denoise,0.4599,0.4522
114964,denoise,denoise,0.3951,0.3809
115668,denoise,denoise,0.2558,0.2524
115434,denoise,denoise,0.3152,0.2928
116181,denoise,denoise,0.2847,0.2701
282196,crop,crop_t0b0l39r40+denoise,0.4081,0.0980
282240,denoise,denoise,0.2020,0.1985
116671,crop,crop_t12b13l0r0+denoise,0.2874,0.1885
118553,denoise,denoise,0.4007,0.3700
119030,denoise,denoise,0.1886,0.1735
119042,crop,crop_t0b0l25r25+denoise,0.3985,0.1995
119301,denoise,denoise,0.1749,0.1659
119765,denoise,denoise,0.2683,0.2630
120018,denoise,denoise,0.1468,0.1200
120027,denoise,denoise,0.3250,0.3127
121543,denoise,denoise,0.4471,0.4352
286651,denoise,denoise,0.2903,0.2817
127348,denoise,denoise,0.2077,0.2020
128169,denoise,denoise,0.1422,0.1281
128375,denoise,denoise,0.3571,0.3311
128552,denoise,denoise,0.3646,0.3507
128559,denoise,denoise,0.3646,0.3507
287220,crop,crop_t26b26l0r0,0.2721,0.0690
128849,crop,crop_t32b31l0r0+denoise,0.3418,0.0956
128950,crop,crop_t0b0l32r32,0.4314,0.1814
128951,crop,crop_t0b0l21r21+denoise,0.2901,0.1254
129079,crop,crop_t17b18l0r0+denoise,0.4086,0.2716
129343,denoise,denoise,0.2274,0.2192
129697,denoise,denoise,0.2207,0.2106
129706,denoise,denoise,0.3174,0.3063
130079,crop,crop_t0b0l40r42+denoise,0.4657,0.1445
287770,denoise,denoise,0.2669,0.2445
130984,denoise,denoise,0.2750,0.2634
131083,denoise,denoise,0.1452,0.1404
132259,denoise,denoise,0.2274,0.2192
132619,denoise,denoise,0.2207,0.2106
132626,denoise,denoise,0.3174,0.3063
132802,crop,crop_t0b0l30r31+denoise,0.3359,0.0972
133096,denoise,denoise,0.1104,0.1027
131656,crop,crop_t0b0l13r14,0.2975,0.1920
290028,denoise,denoise,0.2177,0.2096
290042,crop,crop_t24b24l0r0,0.3166,0.1291
135694,denoise,denoise,0.3612,0.3516
135801,denoise,denoise,0.1805,0.1770
135827,crop,crop_t0b0l18r19+denoise,0.3473,0.1996
135877,denoise,denoise,0.1261,0.1233
135515,denoise,denoise,0.2908,0.2839
137862,denoise,denoise,0.2268,0.2203
130193,denoise,denoise,0.4269,0.4170
130230,denoise,denoise,0.4300,0.4225
287893,denoise,denoise,0.2197,0.2112
130425,denoise,denoise,0.4001,0.3969
130636,denoise,denoise,0.2750,0.2634
130674,crop,crop_t0b0l0r12+denoise,0.2932,0.2462
288006,crop,crop_t16b16l0r0+denoise,0.3229,0.1977
130757,denoise,denoise,0.2482,0.2423
138750,crop,crop_t0b0l32r32+denoise,0.3810,0.1286
139377,crop,crop_t0b0l22r23,0.2769,0.1012
139394,denoise,denoise,0.1817,0.1752
139542,crop,crop_t0b0l21r22+denoise,0.3107,0.1402
139693,crop,crop_t18b18l0r0,0.2784,0.1378
291680,crop,crop_t28b29l0r0+denoise,0.3551,0.1320
139934,denoise,denoise,0.1072,0.1032
291806,denoise,denoise,0.3281,0.3237
133378,crop,crop_t0b0l27r27+denoise,0.3654,0.1544
132104,denoise,denoise,0.1760,0.1736
133892,denoise,denoise,0.1834,0.1782
134616,crop,crop_t39b39l0r0+denoise,0.4003,0.0949
289630,denoise,denoise,0.1807,0.1731
135014,denoise,denoise,0.2028,0.1984
135151,denoise,denoise,0.2423,0.2342
135180,denoise,denoise,0.4366,0.4274
141571,crop,crop_t16b16l0r0,0.3266,0.2016
141664,crop,crop_t25b26l0r0+denoise,0.3132,0.1136
141669,crop,crop_t21b21l0r0+denoise,0.3317,0.1672
141757,crop,crop_t15b15l0r0,0.2361,0.1189
142264,crop,crop_t12b13l0r0,0.2383,0.1406
142280,denoise,denoise,0.1542,0.1505
142861,denoise,denoise,0.1262,0.1199
143355,denoise,denoise,0.2115,0.2040
138198,denoise,denoise,0.2363,0.2320
138357,crop,crop_t17b17l0r0,0.3143,0.1815
290572,crop,crop_t21b22l0r0+denoise,0.3755,0.2070
137001,crop,crop_t15b15l0r0,0.3180,0.2008
137003,crop,crop_t22b23l0r0+denoise,0.3893,0.2132
137004,crop,crop_t32b33l0r0,0.3935,0.1396
137270,denoise,denoise,0.3166,0.3111
137438,crop,crop_t30b31l0r0,0.4371,0.1988
140439,crop,crop_t27b27l0r0+denoise,0.3732,0.1621
140599,crop,crop_t0b0l21r22,0.3933,0.2253
140853,crop,crop_t16b16l0r0,0.2175,0.0925
140897,denoise,denoise,0.1698,0.1630
141054,denoise,denoise,0.2875,0.2846
141494,denoise,denoise,0.3395,0.3346
141532,denoise,denoise,0.2530,0.2473
141533,denoise,denoise,0.2949,0.2864
143540,denoise,denoise,0.2882,0.2856
144077,denoise,denoise,0.2414,0.2336
144241,crop,crop_t36b36l0r0+denoise,0.4068,0.1252
145261,denoise,denoise,0.4350,0.4265
145283,denoise,denoise,0.3655,0.3613
145404,denoise,denoise,0.3513,0.3374
145517,crop,crop_t0b0l35r35,0.4823,0.2089
145600,crop,crop_t0b0l14r13+denoise,0.4119,0.3064
145622,crop,crop_t18b19l0r0+denoise,0.3606,0.2161
145746,denoise,denoise,0.3680,0.3631
145871,denoise,denoise,0.2824,0.2762
146992,denoise,denoise,0.1989,0.1944
147054,denoise,denoise,0.2723,0.2471
294676,denoise,denoise,0.2339,0.2178
295116,denoise,denoise,0.2776,0.2718
148163,crop,crop_t41b42l0r0,0.4668,0.1426
294807,crop,crop_t28b29l0r0+denoise,0.3157,0.0930
147398,crop,crop_t16b16l0r0,0.3341,0.2091
294836,crop,crop_t21b21l0r0,0.3740,0.2100
147439,crop,crop_t0b0l44r45+denoise,0.4373,0.0892
148247,denoise,denoise,0.2132,0.2019
147652,crop,crop_t0b0l16r17+denoise,0.3282,0.1971
148609,denoise,denoise,0.4075,0.4045
148728,crop,crop_t25b26l0r0+denoise,0.3859,0.1860
149940,denoise,denoise,0.1561,0.1455
150012,denoise,denoise,0.3668,0.3593
150404,denoise,denoise,0.1587,0.1500
296120,denoise,denoise,0.2478,0.2379
150800,crop,crop_t0b0l18r18+denoise,0.3556,0.2136
151985,denoise,denoise,0.2972,0.2859
152194,crop,crop_t17b17l0r0+denoise,0.3810,0.2469
152318,denoise,denoise,0.1765,0.1727
156189,denoise,denoise,0.2357,0.2320
156891,denoise,denoise,0.1064,0.1006
156942,denoise,denoise,0.1250,0.1196
298719,denoise,denoise,0.3227,0.3025
157150,denoise,denoise,0.2099,0.2064
157399,denoise,denoise,0.2616,0.2563
157396,denoise,denoise,0.3481,0.3447
157729,crop,crop_t29b30l0r0,0.3765,0.1461
158479,denoise,denoise,0.1270,0.1238
158544,denoise,denoise,0.0964,0.0923
158886,crop,crop_t20b21l0r0,0.2508,0.0907
158922,denoise,denoise,0.1539,0.1480
159206,crop,crop_t0b0l26r22+denoise,0.3246,0.1366
159255,crop,crop_t0b0l20r20+denoise,0.2822,0.1254
300023,denoise,denoise,0.3208,0.2888
160366,denoise,denoise,0.3335,0.3302
296863,crop,crop_t34b34l0r0,0.4348,0.1692
153655,crop,crop_t12b13l0r0,0.3381,0.2404
153675,denoise,denoise,0.2875,0.2819
153393,denoise,denoise,0.2055,0.1966
153419,denoise,denoise,0.3043,0.2905
153534,denoise,denoise,0.1849,0.1780
152683,crop,crop_t0b0l33r33+denoise,0.3777,0.1182
153168,denoise,denoise,0.4565,0.4495
148929,crop,crop_t19b20l0r0+denoise,0.3611,0.2086
148931,crop,crop_t14b14l0r0,0.2744,0.1651
148963,denoise,denoise,0.3559,0.3460
148960,denoise,denoise,0.4158,0.3739
148547,denoise,denoise,0.2637,0.2579
149089,denoise,denoise,0.5015,0.4937
149491,crop,crop_t0b0l33r33+denoise,0.3638,0.1053
149799,denoise,denoise,0.1300,0.1265
153218,denoise,denoise,0.2377,0.2298
154233,denoise,denoise,0.1640,0.1600
154006,crop,crop_t20b21l0r0,0.3400,0.1799
154090,crop,crop_t20b21l0r0,0.3428,0.1827
154814,crop,crop_t0b0l30r30+denoise,0.3264,0.0902
297940,crop,crop_t14b14l0r0+denoise,0.3950,0.2855
155637,denoise,denoise,0.4330,0.4286
155882,crop,crop_t0b0l23r23+denoise,0.3518,0.1718
162930,denoise,denoise,0.2178,0.2111
301644,crop,crop_t25b0l0r0+denoise,0.3031,0.2048
163691,denoise,denoise,0.2210,0.2151
163855,crop,crop_t0b0l49r49+denoise,0.4552,0.0717
163809,denoise,denoise,0.1126,0.1074
164625,crop,crop_t0b0l34r35+denoise,0.4787,0.2072
164741,denoise,denoise,0.1837,0.1773
164743,denoise,denoise,0.4548,0.4472
160979,denoise,denoise,0.2319,0.2267
161299,crop,crop_t0b0l40r41+denoise,0.4287,0.1123
161473,crop,crop_t18b13l0r0+denoise,0.3383,0.2160
161490,denoise,denoise,0.2382,0.2341
161491,denoise,denoise,0.3775,0.3687
161692,denoise,denoise,0.3267,0.3109
161773,denoise,denoise,0.1509,0.1438
161775,denoise,denoise,0.2685,0.2642
161816,denoise,denoise,0.3373,0.3214
161875,denoise,denoise,0.2229,0.2186
162461,denoise,denoise,0.1771,0.1726
163109,denoise,denoise,0.1694,0.1613
163193,denoise,denoise,0.1863,0.1790
163222,denoise,denoise,0.3517,0.3466
300958,crop,crop_t14b0l15r16+denoise,0.3534,0.1834
162777,denoise,denoise,0.1599,0.1558
167605,denoise,denoise,0.2489,0.2372
303032,crop,crop_t26b0l18r23+denoise,0.4213,0.1725
167682,crop,crop_t41b0l0r0+denoise,0.3072,0.1463
167772,crop,crop_t18b0l33r34+denoise,0.4725,0.1579
167937,crop,crop_t28b0l22r0+denoise,0.2956,0.1075
168004,crop,crop_t0b0l40r40+denoise,0.4684,0.1553
168006,crop,crop_t35b0l29r26+denoise,0.4953,0.1730
168237,crop,crop_t22b0l0r0+denoise,0.1820,0.0941
168371,crop,crop_t0b0l16r17,0.3178,0.1889
168409,crop,crop_t18b0l24r25+denoise,0.3293,0.0802
168472,denoise,denoise,0.3224,0.3176
168553,crop,crop_t15b16l0r0+denoise,0.1853,0.0640
168612,denoise,denoise,0.1811,0.1745
168711,crop,crop_t0b0l41r42+denoise,0.4711,0.1466
169164,denoise,denoise,0.3273,0.2929
169306,crop,crop_t16b16l0r0,0.2322,0.1072
164122,denoise,denoise,0.3624,0.3493
164242,denoise,denoise,0.2137,0.2058
166540,denoise,denoise,0.2138,0.2078
302599,denoise,denoise,0.1703,0.1585
302279,crop,crop_t0b0l42r42+denoise,0.4255,0.0941
166313,crop,crop_t0b0l34r34+denoise,0.4215,0.1546
167171,denoise,denoise,0.2811,0.2745
167321,denoise,denoise,0.2172,0.2111
169412,denoise,denoise,0.4056,0.3981
303785,crop,crop_t0b0l27r28+denoise,0.3636,0.1463
169513,crop,crop_t16b17l0r0,0.2945,0.1656
169820,denoise,denoise,0.1907,0.1878
171033,crop,crop_t17b15l23r18+denoise,0.4372,0.1703
171414,denoise,denoise,0.2215,0.2120
172195,denoise,denoise,0.1389,0.1327
172286,denoise,denoise,0.1161,0.1077
172387,denoise,denoise,0.3297,0.3251
172475,denoise,denoise,0.2649,0.2571
173082,denoise,denoise,0.3605,0.3546
173979,denoise,denoise,0.2051,0.2018
173980,denoise,denoise,0.2775,0.2723
305838,crop,crop_t0b0l46r46,0.4568,0.0975
305912,denoise,denoise,0.2239,0.2139
174866,denoise,denoise,0.1093,0.1076
176061,denoise,denoise,0.2148,0.2115
306838,denoise,denoise,0.1208,0.1108
176936,denoise,denoise,0.2068,0.2032
177108,crop,crop_t0b0l45r46+denoise,0.4861,0.1248
177122,denoise,denoise,0.4109,0.3967
177123,denoise,denoise,0.2778,0.2736
177423,denoise,denoise,0.2415,0.2341
177451,crop,crop_t14b0l32r33+denoise,0.3802,0.0836
174935,crop,crop_t0b0l31r32+denoise,0.3902,0.1435
175078,crop,crop_t0b0l17r18+denoise,0.2906,0.1537
174472,denoise,denoise,0.1391,0.1344
175361,denoise,denoise,0.2396,0.2342
175379,denoise,denoise,0.2029,0.1738
306308,denoise,denoise,0.3685,0.3592
175843,crop,crop_t0b17l0r0+denoise,0.3254,0.2577
175939,crop,crop_t24b30l0r0+denoise,0.3621,0.1501
177938,denoise,denoise,0.3346,0.3130
178238,denoise,denoise,0.2207,0.2041
178331,denoise,denoise,0.2839,0.2790
178478,denoise,denoise,0.1471,0.1428
178572,denoise,denoise,0.2270,0.2239
178802,crop,crop_t0b0l49r47+denoise,0.4670,0.0921
179466,denoise,denoise,0.3111,0.3058
179624,denoise,denoise,0.1603,0.1549
181500,denoise,denoise,0.2339,0.2178
181559,denoise,denoise,0.2723,0.2471
308763,denoise,denoise,0.1259,0.1196
308944,denoise,denoise,0.1114,0.0994
182401,crop,crop_t0b0l14r14+denoise,0.2144,0.1047
182511,denoise,denoise,0.2438,0.2384
182757,crop,crop_t0b0l29r26+denoise,0.3379,0.1211
182764,denoise,denoise,0.2306,0.2220
180037,denoise,denoise,0.3632,0.3576
180038,denoise,denoise,0.3344,0.3230
180057,denoise,denoise,0.2115,0.2083
180720,crop,crop_t20b13l0r0+denoise,0.2787,0.1491
181326,denoise,denoise,0.2174,0.2132
181383,denoise,denoise,0.3548,0.3483
308591,crop,crop_t21b22l0r0,0.3735,0.2055
181477,denoise,denoise,0.2503,0.2340
183624,crop,crop_t13b0l0r0+denoise,0.2346,0.1812
183676,denoise,denoise,0.2081,0.2022
309555,denoise,denoise,0.2237,0.2178
184332,denoise,denoise,0.1925,0.1886
184333,denoise,denoise,0.2161,0.2046
183952,denoise,denoise,0.1197,0.1127
183965,denoise,denoise,0.1953,0.1698
309623,denoise,denoise,0.2350,0.2305
184087,denoise,denoise,0.1315,0.1197
184116,denoise,denoise,0.1970,0.1919
184676,denoise,denoise,0.2475,0.2445
185242,denoise,denoise,0.1288,0.1180
185574,denoise,denoise,0.2166,0.2108
185589,denoise,denoise,0.2330,0.2229
186083,denoise,denoise,0.3255,0.3161
186084,denoise,denoise,0.3418,0.3252
182765,denoise,denoise,0.2799,0.2706
182851,denoise,denoise,0.4886,0.4804
309183,crop,crop_t14b14l0r0+denoise,0.2746,0.1640
182872,denoise,denoise,0.2438,0.2384
182902,crop,crop_t21b22l0r0+denoise,0.2675,0.0995
182945,denoise,denoise,0.2869,0.2518
183179,denoise,denoise,0.2139,0.2095
309448,denoise,denoise,0.1837,0.1760
312103,denoise,denoise,0.2229,0.2160
190773,denoise,denoise,0.1423,0.1363
190810,denoise,denoise,0.2414,0.2361
192246,denoise,denoise,0.2558,0.2497
192398,crop,crop_t15b15l0r0+denoise,0.2585,0.1399
193046,denoise,denoise,0.3183,0.3115
193931,denoise,denoise,0.2545,0.2509
193962,denoise,denoise,0.2094,0.2027
193495,denoise,denoise,0.2956,0.2899
193843,denoise,denoise,0.3453,0.3368
194259,denoise,denoise,0.2136,0.2026
194701,denoise,denoise,0.1589,0.1570
194764,denoise,denoise,0.1645,0.1424
313948,denoise,denoise,0.3088,0.3042
194775,denoise,denoise,0.0848,0.0818
194902,denoise,denoise,0.3494,0.3425
315435,denoise,denoise,0.2118,0.2053
198473,denoise,denoise,0.2469,0.2415
198493,denoise,denoise,0.2031,0.1952
198553,denoise,denoise,0.2344,0.2297
198727,denoise,denoise,0.2117,0.1973
198743,denoise,denoise,0.3671,0.3571
198830,crop,crop_t15b16l0r0+denoise,0.1800,0.0578
198932,denoise,denoise,0.1678,0.1616
311220,denoise,denoise,0.2588,0.2515
311846,crop,crop_t18b18l0r0+denoise,0.2759,0.1335
189622,denoise,denoise,0.4308,0.4218
189731,crop,crop_t0b0l43r44+denoise,0.4352,0.0950
189799,denoise,denoise,0.4642,0.4562
190932,denoise,denoise,0.1854,0.1805
190994,denoise,denoise,0.1199,0.1142
312099,crop,crop_t14b15l0r0,0.2530,0.1397
197630,denoise,denoise,0.3138,0.3045
197707,denoise,denoise,0.2347,0.2300
197734,denoise,denoise,0.2144,0.2060
197865,crop,crop_t19b20l0r0+denoise,0.2532,0.0993
197909,denoise,denoise,0.1917,0.1870
197980,crop,crop_t13b13l15r0+denoise,0.2278,0.0731
198090,crop,crop_t25b15l0r0+denoise,0.2887,0.1314
198336,crop,crop_t19b25l30r0+denoise,0.3909,0.1211
195057,denoise,denoise,0.2003,0.1936
314596,crop,crop_t24b27l0r0+denoise,0.3173,0.1172
196465,denoise,denoise,0.2315,0.2243
196753,denoise,denoise,0.4114,0.3982
196867,crop,crop_t35b36l0r0+denoise,0.3441,0.0642
197046,denoise,denoise,0.1904,0.1828
314892,crop,crop_t13b13l0r0,0.2005,0.0989
315039,denoise,denoise,0.2646,0.2604
186360,denoise,denoise,0.3507,0.3454
186870,denoise,denoise,0.3301,0.3252
187622,denoise,denoise,0.4768,0.4551
187734,denoise,denoise,0.0938,0.0903
187787,denoise,denoise,0.2383,0.2334
187803,denoise,denoise,0.4768,0.4551
187823,denoise,denoise,0.2005,0.1944
187853,denoise,denoise,0.1917,0.1831
199179,crop,crop_t0b0l20r20+denoise,0.2789,0.1210
315910,denoise,denoise,0.2621,0.2574
199813,denoise,denoise,0.2511,0.2471
199976,denoise,denoise,0.1774,0.1699
200286,denoise,denoise,0.3886,0.3767
316718,crop,crop_t0b15l38r34+denoise,0.4547,0.1298
201855,denoise,denoise,0.1734,0.1656
202041,crop,crop_t20b20l14r0,0.2897,0.0876
203056,denoise,denoise,0.1890,0.1850
203280,denoise,denoise,0.2316,0.2274
203289,crop,crop_t27b27l0r0+denoise,0.4181,0.2054
204033,crop,crop_t0b0l0r12,0.2537,0.2068
204117,denoise,denoise,0.1601,0.1538
204118,denoise,denoise,0.2680,0.2600
204176,denoise,denoise,0.2352,0.2299
204251,denoise,denoise,0.1992,0.1951
202042,crop,crop_t0b0l29r35+denoise,0.4071,0.1551
202055,denoise,denoise,0.1986,0.1903
202324,denoise,denoise,0.2443,0.2314
202504,crop,crop_t22b23l0r0,0.3305,0.1547
202843,crop,crop_t22b23l0r0,0.3154,0.1396
202890,denoise,denoise,0.2020,0.1983
202991,denoise,denoise,0.4151,0.4090
203026,denoise,denoise,0.1449,0.1370
206257,denoise,denoise,0.2905,0.2796
206279,denoise,denoise,0.2905,0.2796
207641,denoise,denoise,0.2812,0.2733
207667,denoise,denoise,0.3937,0.3904
207762,denoise,denoise,0.2188,0.2136
207780,denoise,denoise,0.2188,0.2136
319279,denoise,denoise,0.3469,0.3303
208045,denoise,denoise,0.1651,0.1615
317983,crop,crop_t0b0l15r15+denoise,0.2192,0.1018
318093,denoise,denoise,0.3497,0.3459
205382,denoise,denoise,0.1893,0.1861
205423,denoise,denoise,0.2438,0.2348
205506,denoise,denoise,0.2127,0.2047
205539,denoise,denoise,0.2967,0.2898
205661,denoise,denoise,0.1606,0.1504
205890,denoise,denoise,0.1622,0.1335
208536,crop,crop_t28b29l0r0+denoise,0.3108,0.0880
208628,denoise,denoise,0.2375,0.2316
208677,denoise,denoise,0.3303,0.3138
209185,crop,crop_t17b17l0r0+denoise,0.2235,0.0906
209029,crop,crop_t0b0l13r14,0.2206,0.1151
209377,denoise,denoise,0.1641,0.1578
209560,crop,crop_t0b0l38r39+denoise,0.4497,0.1489
209878,denoise,denoise,0.1645,0.1604
211229,crop,crop_t14b14l0r0,0.3437,0.2344
320746,denoise,denoise,0.2075,0.2046
320858,denoise,denoise,0.3058,0.2941
212065,denoise,denoise,0.2502,0.2383
212786,crop,crop_t17b18l0r0+denoise,0.2258,0.0883
212554,denoise,denoise,0.2912,0.2850
213148,crop,crop_t0b0l34r34+denoise,0.3678,0.1012
213210,crop,crop_t21b21l0r0,0.3412,0.1772
210000,crop,crop_t25b25l0r0,0.3970,0.2016
210058,crop,crop_t12b12l0r0,0.2532,0.1595
210210,denoise,denoise,0.1502,0.1354
210588,denoise,denoise,0.2270,0.2150
210674,denoise,denoise,0.2255,0.2227
210698,denoise,denoise,0.2827,0.2739
211151,crop,crop_t12b13l0r0,0.3305,0.2329
320581,crop,crop_t0b0l15r15,0.2785,0.1613
214379,denoise,denoise,0.1686,0.1650
322260,denoise,denoise,0.2050,0.1937
215390,denoise,denoise,0.1922,0.1866
215450,denoise,denoise,0.2730,0.2564
215485,denoise,denoise,0.3251,0.3196
322813,denoise,denoise,0.1676,0.1639
216642,denoise,denoise,0.2197,0.1973
216342,denoise,denoise,0.2590,0.2543
324471,crop,crop_t29b30l0r0,0.3871,0.1566
220851,denoise,denoise,0.3459,0.3380
222001,denoise,denoise,0.4404,0.4248
223511,denoise,denoise,0.1718,0.1642
224117,denoise,denoise,0.2500,0.2443
224418,crop,crop_t13b12l0r0+denoise,0.2721,0.1748
224692,denoise,denoise,0.2890,0.2829
224845,denoise,denoise,0.3115,0.3040
322710,denoise,denoise,0.3508,0.3285
217022,denoise,denoise,0.1165,0.1128
217702,denoise,denoise,0.5051,0.4997
323313,denoise,denoise,0.1167,0.1140
219713,denoise,denoise,0.1755,0.1605
324050,denoise,denoise,0.1723,0.1687
219885,denoise,denoise,0.1755,0.1605
219886,denoise,denoise,0.1723,0.1687
237920,denoise,denoise,0.0957,0.0917
238384,denoise,denoise,0.2623,0.2588
238819,denoise,denoise,0.1271,0.1209
238820,denoise,denoise,0.1414,0.1354
239358,denoise,denoise,0.2417,0.2090
239452,denoise,denoise,0.4269,0.4216
240012,denoise,denoise,0.1442,0.1318
240104,denoise,denoise,0.1655,0.1558
213265,crop,crop_t0b0l28r27+denoise,0.3085,0.0919
213749,denoise,denoise,0.4036,0.3932
321672,denoise,denoise,0.4964,0.4877
321716,denoise,denoise,0.4964,0.4877
214225,denoise,denoise,0.1790,0.1756
214964,denoise,denoise,0.3468,0.3426
215208,crop,crop_t14b13l0r0+denoise,0.2232,0.1169
214317,denoise,denoise,0.4271,0.4202
241812,denoise,denoise,0.1338,0.1286
241846,crop,crop_t25b25l0r0,0.3063,0.1110
242276,crop,crop_t0b0l28r28+denoise,0.3959,0.1765
242365,crop,crop_t26b27l0r0,0.3514,0.1443
243333,denoise,denoise,0.1748,0.1695
243895,denoise,denoise,0.2219,0.2162
244056,denoise,denoise,0.2992,0.2938
244139,crop,crop_t27b27l0r0+denoise,0.3525,0.1407
234390,denoise,denoise,0.1084,0.1035
327097,denoise,denoise,0.4621,0.4580
229826,denoise,denoise,0.3605,0.3433
237256,denoise,denoise,0.1092,0.1056
237601,denoise,denoise,0.4065,0.4011
237834,denoise,denoise,0.2280,0.2120
237836,denoise,denoise,0.1981,0.1911
237875,crop,crop_t26b26l0r0+denoise,0.3748,0.1666
240156,crop,crop_t33b34l0r0,0.3956,0.1339
240463,crop,crop_t23b24l0r0,0.3176,0.1340
240705,denoise,denoise,0.2357,0.2246
240776,denoise,denoise,0.3804,0.3547
240837,crop,crop_t14b14l0r0+denoise,0.2554,0.1452
241100,crop,crop_t51b52l0r0,0.4863,0.0840
241609,crop,crop_t30b30l0r0,0.3206,0.0862
241752,denoise,denoise,0.4817,0.4622
245989,crop,crop_t0b0l0r12,0.2612,0.2144
246003,crop,crop_t0b0l28r28+denoise,0.3737,0.1543
246287,denoise,denoise,0.3967,0.3910
246307,denoise,denoise,0.2405,0.2343
246653,denoise,denoise,0.1749,0.1691
246764,denoise,denoise,0.2261,0.2202
247679,crop,crop_t13b14l0r0,0.3311,0.2257
247686,denoise,denoise,0.2985,0.2928
248960,denoise,denoise,0.3061,0.3006
249011,denoise,denoise,0.2992,0.2942
249572,crop,crop_t36b37l0r0+denoise,0.4136,0.1281
250836,denoise,denoise,0.2741,0.2401
251255,crop,crop_t30b30l0r0+denoise,0.3849,0.1497
251912,denoise,denoise,0.2125,0.2072
251915,denoise,denoise,0.2193,0.2002
252233,denoise,denoise,0.2207,0.2128
252407,denoise,denoise,0.3143,0.3085
252692,denoise,denoise,0.3232,0.3127
253075,denoise,denoise,0.3078,0.3011
253215,denoise,denoise,0.2185,0.1812
253562,denoise,denoise,0.2296,0.2220
253727,crop,crop_t0b0l15r12+denoise,0.4079,0.3030
253922,denoise,denoise,0.3344,0.3276
253986,denoise,denoise,0.2273,0.2200
243138,denoise,denoise,0.3497,0.3359
243203,denoise,denoise,0.3092,0.3017
244355,denoise,denoise,0.2710,0.2396
244475,denoise,denoise,0.2591,0.2452
244512,denoise,denoise,0.2110,0.2043
244890,denoise,denoise,0.1236,0.1169
245070,crop,crop_t34b34l0r0,0.4027,0.1370
245757,crop,crop_t12b13l0r0,0.3618,0.2641
254451,denoise,denoise,0.3825,0.3764
254470,denoise,denoise,0.2632,0.2584
254534,denoise,denoise,0.1896,0.1871
255020,denoise,denoise,0.2116,0.2036
255035,denoise,denoise,0.1115,0.1097
255916,denoise,denoise,0.3471,0.3305
256065,denoise,denoise,0.2963,0.2902
256812,crop,crop_t0b0l20r21+denoise,0.3590,0.1934
259819,denoise,denoise,0.3463,0.3427
260866,denoise,denoise,0.1331,0.1297
260987,denoise,denoise,0.1288,0.1233
260306,denoise,denoise,0.3929,0.3844
260565,crop,crop_t0b0l46r46+denoise,0.4698,0.1095
261186,denoise,denoise,0.1682,0.1596
261564,crop,crop_t32b27l0r0+denoise,0.3199,0.0897
261648,denoise,denoise,0.2984,0.2871
257296,denoise,denoise,0.0782,0.0755
257448,denoise,denoise,0.2446,0.2243
257555,denoise,denoise,0.2450,0.2386
258859,crop,crop_t0b0l16r16+denoise,0.2168,0.0909
259085,denoise,denoise,0.2342,0.2243
257957,crop,crop_t30b31l0r0+denoise,0.3901,0.1488
259544,denoise,denoise,0.2811,0.2732
259737,denoise,denoise,0.2556,0.2389
262724,denoise,denoise,0.2522,0.2445
262980,denoise,denoise,0.3478,0.3365
263067,denoise,denoise,0.2725,0.2661
263529,denoise,denoise,0.2578,0.2528
263656,denoise,denoise,0.4087,0.3949
263842,denoise,denoise,0.1598,0.1549
264188,denoise,denoise,0.4448,0.4345
266223,denoise,denoise,0.3555,0.3510
265680,denoise,denoise,0.1608,0.1534
267006,denoise,denoise,0.2052,0.2016
